Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2015-12-01,Beaver Valley 1,100, , , , 
2015-12-01,Beaver Valley 2,100, , , , 
2015-12-01,Calvert Cliffs 1,100, , , , 
2015-12-01,Calvert Cliffs 2,100, , , , 
2015-12-01,FitzPatrick,100, , , , 
2015-12-01,Ginna,100, , , , 
2015-12-01,Hope Creek 1,100, , , , 
2015-12-01,Indian Point 2,100, , , , 
2015-12-01,Indian Point 3,100, ,72 HR LCO FOR PLANNED MAINTENANCE ON 33 EDG, , 
2015-12-01,Limerick 1,100, , , , 
2015-12-01,Limerick 2,100, , , , 
2015-12-01,Millstone 2,100, , , , 
2015-12-01,Millstone 3,100, , , , 
2015-12-01,Nine Mile Point 1,100, , , , 
2015-12-01,Nine Mile Point 2,100, , , , 
2015-12-01,Oyster Creek,100, , , , 
2015-12-01,Peach Bottom 2,100, ,MAINTAIN < 100 MVARS DUE TO VIBRATION ISSUE ON UNIT 2 MAIN GENERATOR, , 
2015-12-01,Peach Bottom 3,96, ,HOLDING POWER FOR EPU TESTING, , 
2015-12-01,Pilgrim 1,100, , , , 
2015-12-01,Salem 1,100, , , , 
2015-12-01,Salem 2,20, ,PREPARING TO SYCH TO GRID,*, 
2015-12-01,Seabrook 1,100, , , , 
2015-12-01,Susquehanna 1,100, , , , 
2015-12-01,Susquehanna 2,100, , , , 
2015-12-01,Three Mile Island 1,100, , , , 
2015-12-01,Browns Ferry 1,88, ,REDUCED POWER FOR ROD PATTERN ADJUSTMENT,*, 
2015-12-01,Browns Ferry 2,100, , , , 
2015-12-01,Browns Ferry 3,100, ,COASTDOWN TO REFUELING OUTAGE,*, 
2015-12-01,Brunswick 1,98, ,FLOW LIMITED,*, 
2015-12-01,Brunswick 2,100, , , , 
2015-12-01,Catawba 1,0,2015-11-20,REFUELING OUTAGE, , 
2015-12-01,Catawba 2,100, , , , 
2015-12-01,Farley 1,100, , , , 
2015-12-01,Farley 2,100, , , , 
2015-12-01,Harris 1,100, , , , 
2015-12-01,Hatch 1,100, , , , 
2015-12-01,Hatch 2,100, , , , 
2015-12-01,McGuire 1,100, , , , 
2015-12-01,McGuire 2,100, , , , 
2015-12-01,North Anna 1,100, , , , 
2015-12-01,North Anna 2,100, , , , 
2015-12-01,Oconee 1,100, , , , 
2015-12-01,Oconee 2,100, , , , 
2015-12-01,Oconee 3,100, , , , 
2015-12-01,Robinson 2,100, , , , 
2015-12-01,Saint Lucie 1,100, , , , 
2015-12-01,Saint Lucie 2,100, , , , 
2015-12-01,Sequoyah 1,100, , , , 
2015-12-01,Sequoyah 2,0,2015-11-13,REFUELING OUTAGE,*, 
2015-12-01,Summer,0,2015-10-02,EXITING REFUELING OUTAGE, , 
2015-12-01,Surry 1,100, , , , 
2015-12-01,Surry 2,0,2015-10-18,EXITING REFUELING OUTAGE,*, 
2015-12-01,Turkey Point 3,0,2015-10-18,EXITING REFUELING OUTAGE, , 
2015-12-01,Turkey Point 4,100, , , , 
2015-12-01,Vogtle 1,100, , , , 
2015-12-01,Vogtle 2,100, , , , 
2015-12-01,Watts Bar 1,100, , , , 
2015-12-01,Watts Bar 2,0, ,OPERATING LICENSE ISSUED 10/22/15 - AWAITING INITIAL CORE LOAD, , 
2015-12-01,Braidwood 1,100, , , , 
2015-12-01,Braidwood 2,100, , , , 
2015-12-01,Byron 1,100, , , , 
2015-12-01,Byron 2,100, , , , 
2015-12-01,Clinton,99, ,100% ELECTRICAL GENERATION, , 
2015-12-01,D.C. Cook 1,100, , , , 
2015-12-01,D.C. Cook 2,100, , , , 
2015-12-01,Davis-Besse,100, , , , 
2015-12-01,Dresden 2,100, , , , 
2015-12-01,Dresden 3,0,2015-11-29,SHUTDOWN FOR A PLANNED MAINTENANCE OUTAGE.,*, 
2015-12-01,Duane Arnold,100, , , , 
2015-12-01,Fermi 2,75, ,INCREASING POWER,*, 
2015-12-01,La Salle 1,100, , , , 
2015-12-01,La Salle 2,100, , , , 
2015-12-01,Monticello,20, ,INCREASING POWER,*, 
2015-12-01,Palisades,100, , , , 
2015-12-01,Perry 1,100, , , , 
2015-12-01,Point Beach 1,0,2015-11-28,AUTOMATIC REACTOR TRIP. SEE EN #51570, , 
2015-12-01,Point Beach 2,100, , , , 
2015-12-01,Prairie Island 1,100, , , , 
2015-12-01,Prairie Island 2,0,2015-10-16,REFUELING OUTAGE, , 
2015-12-01,Quad Cities 1,100, , , , 
2015-12-01,Quad Cities 2,100, , , , 
2015-12-01,Arkansas Nuclear 1,100, , , , 
2015-12-01,Arkansas Nuclear 2,100, , , , 
2015-12-01,Callaway,100, , , , 
2015-12-01,Columbia Generating Station,100, , , , 
2015-12-01,Comanche Peak 1,100, , , , 
2015-12-01,Comanche Peak 2,100, , , , 
2015-12-01,Cooper,100, , , , 
2015-12-01,Diablo Canyon 1,100, , , , 
2015-12-01,Diablo Canyon 2,100, , , , 
2015-12-01,Fort Calhoun,100, , , , 
2015-12-01,Grand Gulf 1,100, , , , 
2015-12-01,Palo Verde 1,100, , , , 
2015-12-01,Palo Verde 2,100, , , , 
2015-12-01,Palo Verde 3,100, , , , 
2015-12-01,River Bend 1,0,2015-11-27,AUTOMATIC SCRAM-SEE EN #51568, , 
2015-12-01,South Texas 1,0,2015-10-17,REFUELING OUTAGE, , 
2015-12-01,South Texas 2,100, , , , 
2015-12-01,Waterford 3,0,2015-10-25,REFUELING OUTAGE,*, 
2015-12-01,Wolf Creek 1,100, , , , 
2015-12-02,Beaver Valley 1,100, , , , 
2015-12-02,Beaver Valley 2,100, , , , 
2015-12-02,Calvert Cliffs 1,100, , , , 
2015-12-02,Calvert Cliffs 2,0,2015-12-01,FORCED OUTAGE - REACTOR TRIP EN#51577,*,1
2015-12-02,FitzPatrick,100, , , , 
2015-12-02,Ginna,100, , , , 
2015-12-02,Hope Creek 1,100, ,HIGH SYSTEM VOLTAGE ACTION,*, 
2015-12-02,Indian Point 2,100, , , , 
2015-12-02,Indian Point 3,100, , ,*, 
2015-12-02,Limerick 1,100, , , , 
2015-12-02,Limerick 2,100, , , , 
2015-12-02,Millstone 2,100, , , , 
2015-12-02,Millstone 3,100, , , , 
2015-12-02,Nine Mile Point 1,100, , , , 
2015-12-02,Nine Mile Point 2,100, , , , 
2015-12-02,Oyster Creek,100, , , , 
2015-12-02,Peach Bottom 2,100, ,MAINTAIN < 100 MVARS DUE TO VIBRATION ISSUE ON UNIT 2 MAIN GENERATOR, , 
2015-12-02,Peach Bottom 3,96, ,HOLDING POWER FOR EPU TESTING, , 
2015-12-02,Pilgrim 1,100, , , , 
