Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2010-12-01,Beaver Valley 1,100, , , , 
2010-12-01,Beaver Valley 2,100, , , , 
2010-12-01,Calvert Cliffs 1,100, ,SEVERE WEATHER ALERT,*, 
2010-12-01,Calvert Cliffs 2,100, ,SEVERE WEATHER ALERT,*, 
2010-12-01,FitzPatrick,100, , , , 
2010-12-01,Ginna,100, , , , 
2010-12-01,Hope Creek 1,100, , , , 
2010-12-01,Indian Point 2,100, , , , 
2010-12-01,Indian Point 3,100, , , , 
2010-12-01,Limerick 1,100, , , , 
2010-12-01,Limerick 2,100, , , , 
2010-12-01,Millstone 2,76, ,INCREASING POWER,*, 
2010-12-01,Millstone 3,100, , , , 
2010-12-01,Nine Mile Point 1,100, , , , 
2010-12-01,Nine Mile Point 2,100, , , , 
2010-12-01,Oyster Creek,1, ,LESS THAN 1% POWER INCREASING POWER,*, 
2010-12-01,Peach Bottom 2,100, , , , 
2010-12-01,Peach Bottom 3,100, , , , 
2010-12-01,Pilgrim 1,100, , , , 
2010-12-01,Salem 1,100, , , , 
2010-12-01,Salem 2,100, , , , 
2010-12-01,Seabrook 1,100, , , , 
2010-12-01,Susquehanna 1,100, ,GENERATOR LIMIT,*, 
2010-12-01,Susquehanna 2,94, ,100% ELECTRICAL CAPABILITY, , 
2010-12-01,Three Mile Island 1,100, , , , 
2010-12-01,Vermont Yankee,100, , , , 
2010-12-01,Browns Ferry 1,100, , , , 
2010-12-01,Browns Ferry 2,100, , , , 
2010-12-01,Browns Ferry 3,100, , , , 
2010-12-01,Brunswick 1,100, , , , 
2010-12-01,Brunswick 2,100, , , , 
2010-12-01,Catawba 1,100, ,STEAM LEAK ON DRAIN LINE FROM MOISTURE SEPERATOR TEMPORARILY REPAIRED,*, 
2010-12-01,Catawba 2,99, ,INCREASING POWER,*, 
2010-12-01,Crystal River 3,0,2009-09-25,EXITING REFUELING OUTAGE, , 
2010-12-01,Farley 1,100, , , , 
2010-12-01,Farley 2,100, , , , 
2010-12-01,Harris 1,100, ,TORNADO WATCH,*, 
2010-12-01,Hatch 1,100, , , , 
2010-12-01,Hatch 2,100, , , , 
2010-12-01,McGuire 1,100, ,SCHEDULED MAINTENANCE ON PR CHANNEL,*, 
2010-12-01,McGuire 2,100, , , , 
2010-12-01,North Anna 1,100, ,TORNADO WATCH,*, 
