Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2008-06-01,Beaver Valley 1,100, , , , 
2008-06-01,Beaver Valley 2,95, ,HOLDING FOR POWER UPRATE TESTING, , 
2008-06-01,Calvert Cliffs 1,100, , , , 
2008-06-01,Calvert Cliffs 2,99, ,REDUCED POWER FOR WATERBOX CLEANING,*, 
2008-06-01,FitzPatrick,98, ,HOLDING FOR ROD PATTERN ADJUSTMENT ON 6/1/08., , 
2008-06-01,Ginna,100, , , , 
2008-06-01,Hope Creek 1,95, ,LIMITED IN POWER LEVEL DUE TO POWER UPRATE TESTING, , 
2008-06-01,Indian Point 2,100, , , , 
2008-06-01,Indian Point 3,100, , , , 
2008-06-01,Limerick 1,100, , , , 
2008-06-01,Limerick 2,100, , , , 
2008-06-01,Millstone 2,100, , , , 
2008-06-01,Millstone 3,100, , , , 
2008-06-01,Nine Mile Point 1,100, , , , 
2008-06-01,Nine Mile Point 2,98, ,INCREASING POWER TO 100%,*, 
2008-06-01,Oyster Creek,100, , ,*, 
2008-06-01,Peach Bottom 2,100, , , , 
2008-06-01,Peach Bottom 3,100, , , , 
2008-06-01,Pilgrim 1,100, , , , 
2008-06-01,Salem 1,100, , , , 
2008-06-01,Salem 2,99, ,SECONDARY ISSUES RESOLVED - ANTICIPATE INCREASING POWER SHORTLY,*, 
2008-06-01,Seabrook 1,100, , , , 
2008-06-01,Susquehanna 1,94, ,STABLE AT NEW NSSS LIMIT DUE TO POWER UPRATE, , 
2008-06-01,Susquehanna 2,100, ,VOLTAGE REGULATOR IN MANUAL, , 
2008-06-01,Three Mile Island 1,100, , ,*, 
2008-06-01,Vermont Yankee,100, , , , 
2008-06-01,Browns Ferry 1,100, ,500 KV TRINITY LINE OOS UNTIL 6/9/08, , 
2008-06-01,Browns Ferry 2,68, ,500 KV TRINITY LINE OOS UNTIL 6/9/08 - REDUCED POWER FOR PLANNED MAINTENANCE,*, 
2008-06-01,Browns Ferry 3,100, ,500 KV TRINITY LINE OOS UNTIL 6/9/08, , 
2008-06-01,Brunswick 1,100, , , , 
2008-06-01,Brunswick 2,100, , , , 
2008-06-01,Catawba 1,0,2008-05-03,REFUELING OUTAGE, , 
2008-06-01,Catawba 2,100, , , , 
2008-06-01,Crystal River 3,100, , , , 
2008-06-01,Farley 1,100, , , , 
2008-06-01,Farley 2,100, , , , 
2008-06-01,Harris 1,100, , , , 
2008-06-01,Hatch 1,100, , , , 
2008-06-01,Hatch 2,100, , , , 
2008-06-01,McGuire 1,100, , ,*, 
2008-06-01,McGuire 2,100, , , , 
2008-06-01,North Anna 1,100, , , , 
2008-06-01,North Anna 2,100, , , , 
2008-06-01,Oconee 1,18, ,HOLDING POWER WITH GENERATOR OFFLINE,*, 
2008-06-01,Oconee 2,100, , , , 
2008-06-01,Oconee 3,100, , , , 
2008-06-01,Robinson 2,100, , , , 
2008-06-01,Saint Lucie 1,100, , , , 
2008-06-01,Saint Lucie 2,100, , , , 
2008-06-01,Sequoyah 1,100, , , , 
2008-06-01,Sequoyah 2,0,2008-05-04,EXITING REFUELING OUTAGE., , 
2008-06-01,Summer,0,2008-04-25,EXITING REFUELING OUTAGE., , 
2008-06-01,Surry 1,100, , , , 
2008-06-01,Surry 2,100, , , , 
2008-06-01,Turkey Point 3,100, , , , 
2008-06-01,Turkey Point 4,100, , , , 
2008-06-01,Vogtle 1,100, , , , 
2008-06-01,Vogtle 2,98, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,Watts Bar 1,100, , , , 
2008-06-01,Braidwood 1,100, , , , 
2008-06-01,Braidwood 2,100, , ,*, 
2008-06-01,Byron 1,100, , , , 
2008-06-01,Byron 2,100, , , , 
2008-06-01,Clinton,96, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,D.C. Cook 1,100, , , , 
2008-06-01,D.C. Cook 2,100, , , , 
2008-06-01,Davis-Besse,100, , , , 
2008-06-01,Dresden 2,85, ,HOLDING FOR TURBINE VALVE TESTING AND SCRAM TIME TESTING. UNIT SHOULD BE AT FULL POWER BY 1200 TODAY.,*, 
2008-06-01,Dresden 3,99, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,Duane Arnold,98, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,Fermi 2,89, ,HOLDING FOR TURBINE VALVE /PRESSURE GAUGE REPLACEMENT AND ROD PATTERN ADJUSTMENT. UNIT AT FULL POWER BY 1800 TODAY.,*, 
2008-06-01,Kewaunee,100, , , , 
2008-06-01,La Salle 1,100, , , , 
2008-06-01,La Salle 2,100, , , , 
2008-06-01,Monticello,100, , , , 
2008-06-01,Palisades,100, , , , 
2008-06-01,Perry 1,100, , , , 
2008-06-01,Point Beach 1,100, , , , 
2008-06-01,Point Beach 2,100, , , , 
2008-06-01,Prairie Island 1,99, ,POWER REDUCED DUE TO CALORIMETRIC MONITORING ISSUE, , 
2008-06-01,Prairie Island 2,100, , , , 
2008-06-01,Quad Cities 1,97, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,Quad Cities 2,96, ,100% ELECTRICAL CAPABILITY, , 
2008-06-01,Arkansas Nuclear 1,100, , , , 
2008-06-01,Arkansas Nuclear 2,100, , , , 
2008-06-01,Callaway,100, , , , 
2008-06-01,Columbia Generating Station,65, ,REDUCED POWER PER LOAD DISPATCHER REQUEST, , 
2008-06-01,Comanche Peak 1,100, , , , 
2008-06-01,Comanche Peak 2,100, , , , 
2008-06-01,Cooper,100, , , , 
2008-06-01,Diablo Canyon 1,100, , , , 
2008-06-01,Diablo Canyon 2,100, , , , 
2008-06-01,Fort Calhoun,0,2008-04-19,REFUELING OUTAGE; RAUN TRANSMISSION LINE (1 OF 3) OOS, , 
2008-06-01,Grand Gulf 1,100, , , , 
2008-06-01,Palo Verde 1,100, , , , 
2008-06-01,Palo Verde 2,12, ,INCREASING POWER,*, 
2008-06-01,Palo Verde 3,100, , , , 
2008-06-01,River Bend 1,100, , , , 
