Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
1999-03-01,BEAVER VALLEY 1,98, , ,*, 
1999-03-01,BEAVER VALLEY 2,0,1999-02-26,REFUELING OUTAGE, , 
1999-03-01,CALVERT CLIFFS 1,100, , , , 
1999-03-01,CALVERT CLIFFS 2,100, , , , 
1999-03-01,FITZPATRICK 1,65, ,REDUCED POWER DUE TO A FIRE IN THE 'A' CIRCULATING WATER PUMP (REFER TO EVEN, , 
1999-03-01,GINNA 1,68, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,HOPE CREEK 1,0,1999-02-12,REFUELING OUTAGE - DEFUELED, , 
1999-03-01,INDIAN POINT 2,99, , , , 
1999-03-01,INDIAN POINT 3,100, , , , 
1999-03-01,LIMERICK 1,30, ,REPAIRING DRYWELL CHILL WATER PRIMARY CONTAINMENT ISOLATION VALVE,*, 
1999-03-01,LIMERICK 2,97, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,MILLSTONE 2,0,1996-02-20,REFUELING OUTAGE, , 
1999-03-01,MILLSTONE 3,100, , , , 
1999-03-01,NINE MILE POINT 1,100, , , , 
1999-03-01,NINE MILE POINT 2,100, , ,*, 
1999-03-01,OYSTER CREEK 1,100, , , , 
1999-03-01,PEACH BOTTOM 2,100, , , , 
1999-03-01,PEACH BOTTOM 3,100, , , , 
1999-03-01,PILGRIM 1,100, , , , 
1999-03-01,SALEM 1,0,1999-02-28,MAINTENANCE OUTAGE - AUTO REACTOR TRIP FROM 60% POWER DUE TO MAIN TURBINE TR, , 
1999-03-01,SALEM 2,100, , , , 
1999-03-01,SEABROOK 1,100, , , , 
1999-03-01,SUSQUEHANNA 1,100, , , , 
1999-03-01,SUSQUEHANNA 2,100, , , , 
1999-03-01,THREE MILE ISLAND 1,100, , , , 
1999-03-01,VERMONT YANKEE 1,100, , , , 
1999-03-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
1999-03-01,BROWNS FERRY 2,98, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,BROWNS FERRY 3,100, , , , 
1999-03-01,BRUNSWICK 1,100, , , , 
1999-03-01,BRUNSWICK 2,100, , ,*, 
1999-03-01,CATAWBA 1,100, , , , 
1999-03-01,CATAWBA 2,100, , , , 
1999-03-01,CRYSTAL RIVER 3,100, , , , 
1999-03-01,FARLEY 1,100, , , , 
1999-03-01,FARLEY 2,100, , , , 
1999-03-01,HARRIS 1,100, , , , 
1999-03-01,HATCH 1,0,1999-03-01,REFUELING OUTAGE,*, 
1999-03-01,HATCH 2,98, , , , 
1999-03-01,MCGUIRE 1,100, , , , 
1999-03-01,MCGUIRE 2,85, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,NORTH ANNA 1,100, , , , 
1999-03-01,NORTH ANNA 2,100, , , , 
1999-03-01,OCONEE 1,100, , , , 
1999-03-01,OCONEE 2,0,1999-02-28,MAINTENANCE OUTAGE - AUTO REACTOR TRIP FROM 98.5% POWER DUE TO MAIN TURBINE,*,1
1999-03-01,OCONEE 3,100, , , , 
1999-03-01,ROBINSON 2,100, , , , 
1999-03-01,SAINT LUCIE 1,98, , , , 
1999-03-01,SAINT LUCIE 2,100, , , , 
1999-03-01,SEQUOYAH 1,100, , , , 
1999-03-01,SEQUOYAH 2,91, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,SUMMER 1,100, , , , 
1999-03-01,SURRY 1,100, , , , 
1999-03-01,SURRY 2,91, ,COASTDOWN TO REFUELING OUTAGE, , 
1999-03-01,TURKEY POINT 3,100, , , , 
1999-03-01,TURKEY POINT 4,100, , , , 
1999-03-01,VOGTLE 1,0,1999-02-27,REFUELING OUTAGE - MANUAL REACTOR TRIP FROM 18% POWER DUE TO NUCLEAR INSTRUM,*, 
1999-03-01,VOGTLE 2,100, , , , 
1999-03-01,WATTS BAR 1,0,1999-02-27,REFUELING OUTAGE, , 
1999-03-01,BRAIDWOOD 1,100, , , , 
1999-03-01,BRAIDWOOD 2,100, , , , 
1999-03-01,BYRON 1,100, , , , 
1999-03-01,BYRON 2,100, , , , 
1999-03-01,CLINTON 1,0,1996-09-06,REFUELING OUTAGE, , 
1999-03-01,COOK 1,0,1997-09-08,MAINTENANCE OUTAGE, , 
1999-03-01,COOK 2,0,1997-09-09,REFUELING OUTAGE, , 
1999-03-01,DAVIS BESSE 1,100, , , , 
1999-03-01,DRESDEN 2,100, , , , 
1999-03-01,DRESDEN 3,68, ,STARTUP TESTING,*, 
1999-03-01,DUANE ARNOLD 1,100, , , , 
1999-03-01,FERMI 2,97, ,POWER LIMITED DUE TO POWER UPRATE ISSUES, , 
1999-03-01,KEWAUNEE 1,97, ,POWER LIMITED DUE TO STEAM GENERATOR TUBE PLUGGING, , 
1999-03-01,LASALLE 1,100, , , , 
1999-03-01,LASALLE 2,0,1996-09-20,REFUELING OUTAGE - DEFUELED, , 
1999-03-01,MONTICELLO 1,100, , , , 
1999-03-01,PALISADES 1,100, , , , 
1999-03-01,PERRY 1,96, ,COASTDOWN TO REFUELING OUTAGE,*, 
1999-03-01,POINT BEACH 1,100, , , , 
1999-03-01,POINT BEACH 2,13, ,STARTUP TESTING,*, 
1999-03-01,PRAIRIE ISLAND 1,100, , , , 
1999-03-01,PRAIRIE ISLAND 2,100, , , , 
1999-03-01,QUAD CITIES 1,100, , , , 
1999-03-01,QUAD CITIES 2,12, ,STARTUP TESTING,*, 
1999-03-01,ARKANSAS NUCLEAR 1,100, , , , 
1999-03-01,ARKANSAS NUCLEAR 2,92, ,INCREASING POWER,*, 
1999-03-01,CALLAWAY 1,100, , , , 
1999-03-01,COMANCHE PEAK 1,100, , , , 
1999-03-01,COMANCHE PEAK 2,100, , , , 
1999-03-01,COOPER 1,100, , , , 
1999-03-01,DIABLO CANYON 1,0,1999-02-07,REFUELING OUTAGE, , 
1999-03-01,DIABLO CANYON 2,100, , , , 
1999-03-01,FT CALHOUN 1,100, , , , 
1999-03-01,GRAND GULF 1,0,1999-02-21,MAINTENANCE OUTAGE, , 
1999-03-01,PALO VERDE 1,100, , , , 
1999-03-01,PALO VERDE 2,100, , , , 
1999-03-01,PALO VERDE 3,100, , , , 
1999-03-01,RIVER BEND 1,83, ,POWER SUPPRESSED DUE TO FUEL LEAKERS,*, 
1999-03-01,SAN ONOFRE 2,100, , ,*, 
1999-03-01,SAN ONOFRE 3,100, , , , 
1999-03-01,SOUTH TEXAS 1,100, , , , 
1999-03-01,SOUTH TEXAS 2,100, , , , 
1999-03-01,WASHINGTON NUCLEAR 2,85, ,LOAD FOLLOWING,*, 
1999-03-01,WATERFORD 3,0,1999-02-19,REFUELING OUTAGE, , 
1999-03-01,WOLF CREEK 1,100, , , , 
1999-03-02,BEAVER VALLEY 1,98, , , , 
1999-03-02,BEAVER VALLEY 2,0,1999-02-26,REFUELING OUTAGE, , 
1999-03-02,CALVERT CLIFFS 1,100, , , , 
