Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2012-11-01,Beaver Valley 1,100, , , , 
2012-11-01,Beaver Valley 2,0,2012-09-23,PREPARING FOR START-UP,*, 
2012-11-01,Calvert Cliffs 1,100, ,HIGH SYSTEM VOLTAGE ALERT IN EFFECT, , 
2012-11-01,Calvert Cliffs 2,100, ,HIGH SYSTEM VOLTAGE ALERT IN EFFECT, , 
2012-11-01,FitzPatrick,100, , , , 
2012-11-01,Ginna,0,2012-10-21,REFUELING OUTAGE, , 
2012-11-01,Hope Creek 1,100, ,HIGH SYSTEM VOLTAGE ALERT IN EFFECT,*, 
2012-11-01,Indian Point 2,100, , , , 
2012-11-01,Indian Point 3,0,2012-10-29,FORCED OUTAGE - MAKING PREPARATIONS FOR STARTUP, , 
2012-11-01,Limerick 1,100, , , , 
2012-11-01,Limerick 2,96, ,POWER REDUCED DUE TO XENON BUILD-IN,*, 
2012-11-01,Millstone 2,0,2012-10-06,DEFUELED, , 
2012-11-01,Millstone 3,95, ,INCREASING POWER,*, 
2012-11-01,Nine Mile Point 1,0,2012-10-29,FORCED OUTAGE - REACTOR TRIP ON LOAD REJECT - SEE EN #48453, , 
2012-11-01,Nine Mile Point 2,100, , , , 
2012-11-01,Oyster Creek,0,2012-10-21,REFUELING OUTAGE,*, 
2012-11-01,Peach Bottom 2,100, , , , 
2012-11-01,Peach Bottom 3,100, , , , 
2012-11-01,Pilgrim 1,100, , , , 
2012-11-01,Salem 1,0,2012-10-29,FORCED OUTAGE - REACTOR TRIP ON LOSS OF CONDENSER VACUUM - SEE EN #48457, , 
2012-11-01,Salem 2,0,2012-10-14,DEFUELED, , 
2012-11-01,Seabrook 1,58, ,INCREASING POWER TO 100%,*, 
2012-11-01,Susquehanna 1,0,2012-10-20,TURBINE BLADE INSPECTION - HIGH SYSTEM VOLTAGE ACTION - MINIMUM GENERATION ALERT, , 
2012-11-01,Susquehanna 2,71, ,HOLDING POWER - HIGH SYSTEM VOLTAGE ACTION - MINIMUM GENERATION ALERT, , 
2012-11-01,Three Mile Island 1,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2012-11-01,Vermont Yankee,100, ,MINIMUM GENERATION ALERT, , 
2012-11-01,Browns Ferry 1,0,2012-10-19,REFUELING OUTAGE, , 
2012-11-01,Browns Ferry 2,100, , , , 
2012-11-01,Browns Ferry 3,100, , , , 
2012-11-01,Brunswick 1,100, , , , 
2012-11-01,Brunswick 2,100, , , , 
2012-11-01,Catawba 1,100, , , , 
2012-11-01,Catawba 2,100, , , , 
2012-11-01,Crystal River 3,0,2009-09-25,DEFUELED - CONT.TENSIONING ON HOLD, , 
2012-11-01,Farley 1,100, , , , 
2012-11-01,Farley 2,100, , , , 
2012-11-01,Harris 1,100, , , , 
2012-11-01,Hatch 1,100, , , , 
2012-11-01,Hatch 2,100, , , , 
2012-11-01,McGuire 1,100, , , , 
2012-11-01,McGuire 2,0,2012-09-15,REFUELING OUTAGE, , 
2012-11-01,North Anna 1,100, , , , 
2012-11-01,North Anna 2,100, , , , 
2012-11-01,Oconee 1,0,2012-10-26,REFUELING OUTAGE, , 
2012-11-01,Oconee 2,100, , , , 
2012-11-01,Oconee 3,100, , , , 
2012-11-01,Robinson 2,100, , , , 
2012-11-01,Saint Lucie 1,100, , , , 
2012-11-01,Saint Lucie 2,0,2012-08-05,REFUELING OUTAGE, 240 LBS IN RCS, , 
2012-11-01,Sequoyah 1,100, , , , 
2012-11-01,Sequoyah 2,0,2012-10-14,DEFUELED, , 
2012-11-01,Summer,0,2012-10-12,DEFUELED, , 
2012-11-01,Surry 1,100, , , , 
2012-11-01,Surry 2,0,2012-10-31,REFUELING OUTAGE,*, 
