Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2016-06-01,Beaver Valley 1,100, , , , 
2016-06-01,Beaver Valley 2,100, , , , 
2016-06-01,Calvert Cliffs 1,0,2016-05-31,REACTOR TRIP - SEE EN#51967,*,1
2016-06-01,Calvert Cliffs 2,100, , , , 
2016-06-01,FitzPatrick,99, ,REDUCED POWER FOR ROD PATTERN ADJUSTMENT,*, 
2016-06-01,Ginna,100, , , , 
2016-06-01,Hope Creek 1,100, , , , 
2016-06-01,Indian Point 2,0,2016-03-07,REFUELING OUTAGE, , 
2016-06-01,Indian Point 3,100, ,MAINTENANCE AFFECTING FEEDERS 95331, 95332, 13W92, AND 13W93 TO WORK ON BT 4-5, , 
2016-06-01,Limerick 1,100, , , , 
2016-06-01,Limerick 2,100, , , , 
2016-06-01,Millstone 2,100, , , , 
2016-06-01,Millstone 3,100, , , , 
2016-06-01,Nine Mile Point 1,100, , , , 
2016-06-01,Nine Mile Point 2,100, , , , 
2016-06-01,Oyster Creek,100, , , , 
2016-06-01,Peach Bottom 2,100, ,100 MVAR RESTRICTION DUE TO TURBINE BEARING VIBRATIONS, , 
2016-06-01,Peach Bottom 3,100, , , , 
2016-06-01,Pilgrim 1,100, , , , 
2016-06-01,Salem 1,0,2016-04-14,REFUELING OUTAGE, , 
2016-06-01,Salem 2,100, , , , 
2016-06-01,Seabrook 1,100, , , , 
2016-06-01,Susquehanna 1,100, , , , 
2016-06-01,Susquehanna 2,100, , , , 
2016-06-01,Three Mile Island 1,100, , , , 
2016-06-01,Browns Ferry 1,100, , , , 
2016-06-01,Browns Ferry 2,100, , , , 
2016-06-01,Browns Ferry 3,100, , , , 
2016-06-01,Brunswick 1,100, , , , 
2016-06-01,Brunswick 2,100, , , , 
2016-06-01,Catawba 1,100, , , , 
2016-06-01,Catawba 2,100, , , , 
2016-06-01,Farley 1,100, , , , 
2016-06-01,Farley 2,100, , , , 
2016-06-01,Harris 1,100, , , , 
2016-06-01,Hatch 1,100, , , , 
2016-06-01,Hatch 2,98, ,REDUCED POWER DUE TO FEEDPUMP TRIP,*, 
2016-06-01,McGuire 1,100, , , , 
2016-06-01,McGuire 2,100, , , , 
2016-06-01,North Anna 1,100, , , , 
2016-06-01,North Anna 2,100, , , , 
2016-06-01,Oconee 1,100, , , , 
2016-06-01,Oconee 2,100, , , , 
2016-06-01,Oconee 3,100, , , , 
2016-06-01,Robinson 2,100, , , , 
2016-06-01,Saint Lucie 1,100, , , , 
2016-06-01,Saint Lucie 2,100, , , , 
2016-06-01,Sequoyah 1,100, , , , 
2016-06-01,Sequoyah 2,100, , , , 
2016-06-01,Summer,100, , , , 
2016-06-01,Surry 1,100, , , , 
2016-06-01,Surry 2,100, , , , 
2016-06-01,Turkey Point 3,100, , , , 
2016-06-01,Turkey Point 4,100, , , , 
2016-06-01,Vogtle 1,100, , , , 
2016-06-01,Vogtle 2,100, , , , 
2016-06-01,Watts Bar 1,100, , , , 
2016-06-01,Watts Bar 2,13, ,HOLDING FOR TURBINE TESTING,*, 
2016-06-01,Braidwood 1,100, , , , 
2016-06-01,Braidwood 2,100, , , , 
2016-06-01,Byron 1,100, , , , 
2016-06-01,Byron 2,100, , , , 
2016-06-01,Clinton,98, ,100% ELECTRICAL CAPABILITY,*, 
2016-06-01,D.C. Cook 1,100, , , , 
2016-06-01,D.C. Cook 2,100, , , , 
2016-06-01,Davis-Besse,98, ,HOLDING FOR TROUBLESHOOTING,*, 
2016-06-01,Dresden 2,100, , , , 
2016-06-01,Dresden 3,100, , , , 
2016-06-01,Duane Arnold,100, , , , 
2016-06-01,Fermi 2,100, , , , 
2016-06-01,La Salle 1,100, , , , 
2016-06-01,La Salle 2,100, , , , 
2016-06-01,Monticello,100, , , , 
2016-06-01,Palisades,100, , , , 
2016-06-01,Perry 1,100, , , , 
2016-06-01,Point Beach 1,100, , , , 
2016-06-01,Point Beach 2,100, , , , 
2016-06-01,Prairie Island 1,100, , , , 
2016-06-01,Prairie Island 2,100, , , , 
2016-06-01,Quad Cities 1,100, , , , 
2016-06-01,Quad Cities 2,100, , , , 
2016-06-01,Arkansas Nuclear 1,100, , , , 
2016-06-01,Arkansas Nuclear 2,100, , , , 
2016-06-01,Callaway,100, , , , 
2016-06-01,Columbia Generating Station,100, , , , 
2016-06-01,Comanche Peak 1,45, ,HOLDING POWER FOR TESTING,*, 
2016-06-01,Comanche Peak 2,100, , , , 
2016-06-01,Cooper,100, , , , 
2016-06-01,Diablo Canyon 1,100, , , , 
2016-06-01,Diablo Canyon 2,0,2016-04-30,REFUELING OUTAGE - ANTICIPATE ENTERING MODE 2 IN THE NEXT 24 HOURS,*, 
2016-06-01,Fort Calhoun,100, , , , 
2016-06-01,Grand Gulf 1,100, , , , 
2016-06-01,Palo Verde 1,100, , , , 
2016-06-01,Palo Verde 2,100, , , , 
2016-06-01,Palo Verde 3,100, , , , 
2016-06-01,River Bend 1,100, , , , 
2016-06-01,South Texas 1,100, , , , 
2016-06-01,South Texas 2,100, , , , 
2016-06-01,Waterford 3,100, , , , 
2016-06-01,Wolf Creek 1,100, , , , 
2016-06-02,Beaver Valley 1,100, , , , 
2016-06-02,Beaver Valley 2,100, , , , 
2016-06-02,Calvert Cliffs 1,75, ,INCREASING POWER TO 100%,*, 
2016-06-02,Calvert Cliffs 2,100, , , , 
2016-06-02,FitzPatrick,99, ,REDUCED POWER FOR ROD PATTERN ADJUSTMENT, , 
2016-06-02,Ginna,100, , , , 
2016-06-02,Hope Creek 1,100, , , , 
2016-06-02,Indian Point 2,0,2016-03-07,REFUELING OUTAGE - CORE RELOAD IN PROGRESS,*, 
2016-06-02,Indian Point 3,100, ,MAINTENANCE AFFECTING FEEDERS 95331, 95332, 13W92, AND 13W93 TO WORK ON BT 4-5, , 
2016-06-02,Limerick 1,100, , , , 
2016-06-02,Limerick 2,0,2016-06-01,FORCED OUTAGE - MANUAL REACTOR SCRAM DUE TO CHANGE IN CORE FLOW - SEE EN #51968,*,1
2016-06-02,Millstone 2,100, , , , 
2016-06-02,Millstone 3,100, , , , 
2016-06-02,Nine Mile Point 1,100, , , , 
2016-06-02,Nine Mile Point 2,100, , , , 
2016-06-02,Oyster Creek,100, , , , 
2016-06-02,Peach Bottom 2,100, ,100 MVAR RESTRICTION DUE TO TURBINE BEARING VIBRATIONS, , 
2016-06-02,Peach Bottom 3,100, , , , 
2016-06-02,Pilgrim 1,100, , , , 
2016-06-02,Salem 1,0,2016-04-14,REFUELING OUTAGE, , 
2016-06-02,Salem 2,100, , , , 
2016-06-02,Seabrook 1,100, , , , 
2016-06-02,Susquehanna 1,100, , , , 
2016-06-02,Susquehanna 2,100, , , , 
2016-06-02,Three Mile Island 1,100, , , , 
2016-06-02,Browns Ferry 1,100, , , , 
2016-06-02,Browns Ferry 2,100, , , , 
2016-06-02,Browns Ferry 3,100, , , , 
2016-06-02,Brunswick 1,100, , , , 
2016-06-02,Brunswick 2,100, , , , 
2016-06-02,Catawba 1,100, , , , 
2016-06-02,Catawba 2,100, , , , 
2016-06-02,Farley 1,100, , , , 
2016-06-02,Farley 2,100, , , , 
2016-06-02,Harris 1,100, , , , 
2016-06-02,Hatch 1,100, , , , 
2016-06-02,Hatch 2,100, , ,*, 
2016-06-02,McGuire 1,100, , , , 
2016-06-02,McGuire 2,100, , , , 
2016-06-02,North Anna 1,100, , , , 
2016-06-02,North Anna 2,100, , , , 
2016-06-02,Oconee 1,100, , , , 
2016-06-02,Oconee 2,100, , , , 
2016-06-02,Oconee 3,100, , , , 
2016-06-02,Robinson 2,100, , , , 
2016-06-02,Saint Lucie 1,100, , , , 
2016-06-02,Saint Lucie 2,100, , , , 
2016-06-02,Sequoyah 1,100, , , , 
2016-06-02,Sequoyah 2,100, , , , 
2016-06-02,Summer,100, , , , 
2016-06-02,Surry 1,100, , , , 
2016-06-02,Surry 2,100, , , , 
2016-06-02,Turkey Point 3,100, , , , 
2016-06-02,Turkey Point 4,100, , , , 
2016-06-02,Vogtle 1,100, , , , 
2016-06-02,Vogtle 2,100, , , , 
2016-06-02,Watts Bar 1,100, , , , 
2016-06-02,Watts Bar 2,14, ,HOLDING FOR TURBINE TESTING,*, 
2016-06-02,Braidwood 1,100, , , , 
2016-06-02,Braidwood 2,100, , , , 
2016-06-02,Byron 1,100, , , , 
2016-06-02,Byron 2,100, , , , 
2016-06-02,Clinton,99, ,100% ELECTRICAL CAPABILITY,*, 
2016-06-02,D.C. Cook 1,100, , , , 
2016-06-02,D.C. Cook 2,100, , , , 
2016-06-02,Davis-Besse,90, ,HOLDING FOR TROUBLESHOOTING,*, 
2016-06-02,Dresden 2,100, , , , 
2016-06-02,Dresden 3,100, , , , 
2016-06-02,Duane Arnold,100, , , , 
2016-06-02,Fermi 2,100, , , , 
2016-06-02,La Salle 1,100, , , , 
2016-06-02,La Salle 2,100, , , , 
2016-06-02,Monticello,100, , , , 
2016-06-02,Palisades,100, , , , 
2016-06-02,Perry 1,100, , , , 
2016-06-02,Point Beach 1,100, , , , 
2016-06-02,Point Beach 2,100, , , , 
2016-06-02,Prairie Island 1,100, , , , 
2016-06-02,Prairie Island 2,100, , , , 
2016-06-02,Quad Cities 1,100, , , , 
2016-06-02,Quad Cities 2,100, , , , 
2016-06-02,Arkansas Nuclear 1,100, , , , 
