Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
1999-06-03,TURKEY POINT 4,100, , , , 
1999-06-03,VOGTLE 1,100, , , , 
1999-06-03,VOGTLE 2,100, , , , 
1999-06-03,WATTS BAR 1,100, , , , 
1999-06-03,BRAIDWOOD 1,81, ,REPAIRING A DIGITAL ELECTROHYDRAULIC LEAK ON MAIN TURBINE GOVERNOR VALVE,*, 
1999-06-03,BRAIDWOOD 2,100, , , , 
1999-06-03,BYRON 1,100, , , , 
1999-06-03,BYRON 2,100, , , , 
1999-06-03,CLINTON 1,100, , ,*, 
1999-06-03,COOK 1,0,1997-09-08,MAINTENANCE OUTAGE, , 
1999-06-03,COOK 2,0,1997-09-09,REFUELING OUTAGE, , 
1999-06-03,DAVIS BESSE 1,100, , , , 
1999-06-03,DRESDEN 2,99, , , , 
1999-06-03,DRESDEN 3,99, , ,*, 
1999-06-03,DUANE ARNOLD 1,100, , , , 
1999-06-03,FERMI 2,97, , , , 
1999-06-03,KEWAUNEE 1,97, , , , 
1999-06-03,LASALLE 1,95, , ,*, 
1999-06-03,LASALLE 2,100, , , , 
1999-06-03,MONTICELLO 1,100, , , , 
1999-06-03,PALISADES 1,100, , , , 
1999-06-03,PERRY 1,100, , , , 
1999-06-03,POINT BEACH 1,100, , , , 
1999-06-03,POINT BEACH 2,100, , , , 
1999-06-03,PRAIRIE ISLAND 1,100, , , , 
1999-06-03,PRAIRIE ISLAND 2,100, , , , 
1999-06-03,QUAD CITIES 1,100, , , , 
1999-06-03,QUAD CITIES 2,100, , , , 
1999-06-03,ARKANSAS NUCLEAR 1,100, , , , 
1999-06-03,ARKANSAS NUCLEAR 2,100, , , , 
1999-06-03,CALLAWAY 1,100, , , , 
1999-06-03,COMANCHE PEAK 1,100, , , , 
1999-06-03,COMANCHE PEAK 2,100, , , , 
1999-06-03,COOPER 1,100, , , , 
1999-06-03,DIABLO CANYON 1,100, , , , 
1999-06-03,DIABLO CANYON 2,100, , , , 
1999-06-03,FT CALHOUN 1,100, , , , 
1999-06-03,GRAND GULF 1,100, , , , 
1999-06-03,PALO VERDE 1,100, , , , 
1999-06-03,PALO VERDE 2,100, , , , 
1999-06-03,PALO VERDE 3,100, , , , 
1999-06-03,RIVER BEND 1,0,1999-04-03,REFUELING OUTAGE, , 
1999-06-03,SAN ONOFRE 2,100, , , , 
1999-06-03,SAN ONOFRE 3,100, , , , 
1999-06-03,SOUTH TEXAS 1,100, , , , 
1999-06-03,SOUTH TEXAS 2,100, , , , 
1999-06-03,WASHINGTON NUCLEAR 2,0,1999-04-17,MAINTENANCE OUTAGE, , 
1999-06-03,WATERFORD 3,100, , , , 
1999-06-03,WOLF CREEK 1,100, , , , 
1999-06-04,BEAVER VALLEY 1,100, , , , 
1999-06-04,BEAVER VALLEY 2,100, , , , 
1999-06-04,CALVERT CLIFFS 1,100, , , , 
1999-06-04,CALVERT CLIFFS 2,100, , , , 
1999-06-04,FITZPATRICK 1,100, , , , 
1999-06-04,GINNA 1,100, , , , 
1999-06-04,HOPE CREEK 1,100, , , , 
1999-06-04,INDIAN POINT 2,99, , , , 
1999-06-04,INDIAN POINT 3,100, , , , 
1999-06-04,LIMERICK 1,100, , , , 
1999-06-04,LIMERICK 2,100, , , , 
1999-06-04,MILLSTONE 2,100, , , , 
1999-06-04,MILLSTONE 3,0,1999-05-01,REFUELING OUTAGE, , 
1999-06-04,NINE MILE POINT 1,0,1999-04-11,REFUELING OUTAGE, , 
1999-06-04,NINE MILE POINT 2,100, , , , 
1999-06-04,OYSTER CREEK 1,93, ,PERFORMING CORE FLUX SHAPING,*, 
1999-06-04,PEACH BOTTOM 2,100, , , , 
1999-06-04,PEACH BOTTOM 3,100, , , , 
1999-06-04,PILGRIM 1,0,1999-05-08,REFUELING OUTAGE, , 
1999-06-04,SALEM 1,78, ,REPAIRING MAIN TURBINE AUXILIARY COOLING HEAT EXCHANGER, , 
1999-06-04,SALEM 2,84, ,STABILIZING MAIN FEEDWATER FLOW SWINGS,*, 
1999-06-04,SEABROOK 1,100, , , , 
1999-06-04,SUSQUEHANNA 1,0,1999-05-29,MAINTENANCE OUTAGE, , 
1999-06-04,SUSQUEHANNA 2,100, , , , 
1999-06-04,THREE MILE ISLAND 1,100, , , , 
1999-06-04,VERMONT YANKEE 1,100, , , , 
1999-06-04,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
1999-06-04,BROWNS FERRY 2,100, , , , 
1999-06-04,BROWNS FERRY 3,100, , , , 
1999-06-04,BRUNSWICK 1,100, , , , 
1999-06-04,BRUNSWICK 2,100, , , , 
1999-06-04,CATAWBA 1,100, , , , 
1999-06-04,CATAWBA 2,0,1999-05-03,MAINTENANCE OUTAGE - REPAIRING MAIN GENERATOR ROTOR, , 
1999-06-04,CRYSTAL RIVER 3,85, ,REPAIRING CIRC WATER LEAK TO 'D' MAIN CONDENSER WATER BOX,*, 
1999-06-04,FARLEY 1,100, , , , 
1999-06-04,FARLEY 2,100, , , , 
1999-06-04,HARRIS 1,100, , , , 
1999-06-04,HATCH 1,100, , , , 
1999-06-04,HATCH 2,98, , ,*, 
1999-06-04,MCGUIRE 1,100, , , , 
1999-06-04,MCGUIRE 2,100, , , , 
1999-06-04,NORTH ANNA 1,100, , ,*, 
1999-06-04,NORTH ANNA 2,100, , , , 
1999-06-04,OCONEE 1,0,1999-05-20,REFUELING OUTAGE - DEFUELED, , 
1999-06-04,OCONEE 2,100, , , , 
1999-06-04,OCONEE 3,100, , , , 
1999-06-04,ROBINSON 2,100, , , , 
1999-06-04,SAINT LUCIE 1,100, , , , 
1999-06-04,SAINT LUCIE 2,0,1999-06-04,MAINTENANCE OUTAGE - MANUAL REACTOR TRIP FROM 48% POWER DUE TO FOUR CONTROL,*,1
1999-06-04,SEQUOYAH 1,100, , , , 
1999-06-04,SEQUOYAH 2,100, , , , 
1999-06-04,SUMMER 1,100, , , , 
1999-06-04,SURRY 1,100, , , , 
1999-06-04,SURRY 2,100, , ,*, 
1999-06-04,TURKEY POINT 3,100, , , , 
1999-06-04,TURKEY POINT 4,100, , , , 
1999-06-04,VOGTLE 1,100, , , , 
1999-06-04,VOGTLE 2,100, , , , 
1999-06-04,WATTS BAR 1,100, , , , 
1999-06-04,BRAIDWOOD 1,96, , ,*, 
1999-06-04,BRAIDWOOD 2,100, , , , 
1999-06-04,BYRON 1,95, , ,*, 
1999-06-04,BYRON 2,85, ,LOCATING MAIN CONDENSER TUBE LEAK,*, 
1999-06-04,CLINTON 1,100, , , , 
1999-06-04,COOK 1,0,1997-09-08,MAINTENANCE OUTAGE, , 
1999-06-04,COOK 2,0,1997-09-09,REFUELING OUTAGE, , 
1999-06-04,DAVIS BESSE 1,100, , , , 
1999-06-04,DRESDEN 2,99, , , , 
1999-06-04,DRESDEN 3,99, , , , 
1999-06-04,DUANE ARNOLD 1,100, , , , 
1999-06-04,FERMI 2,97, , , , 
1999-06-04,KEWAUNEE 1,97, , , , 
1999-06-04,LASALLE 1,100, , ,*, 
1999-06-04,LASALLE 2,100, , , , 
1999-06-04,MONTICELLO 1,100, , , , 
1999-06-04,PALISADES 1,100, , , , 
1999-06-04,PERRY 1,100, , , , 
1999-06-04,POINT BEACH 1,100, , , , 
1999-06-04,POINT BEACH 2,100, , , , 
1999-06-04,PRAIRIE ISLAND 1,100, , , , 
1999-06-04,PRAIRIE ISLAND 2,100, , , , 
1999-06-04,QUAD CITIES 1,94, ,LOAD FOLLOWING,*, 
1999-06-04,QUAD CITIES 2,100, , , , 
1999-06-04,ARKANSAS NUCLEAR 1,100, , , , 
1999-06-04,ARKANSAS NUCLEAR 2,100, , , , 
1999-06-04,CALLAWAY 1,100, , , , 
1999-06-04,COMANCHE PEAK 1,100, , , , 
1999-06-04,COMANCHE PEAK 2,100, , , , 
1999-06-04,COOPER 1,100, , , , 
1999-06-04,DIABLO CANYON 1,100, , , , 
1999-06-04,DIABLO CANYON 2,100, , , , 
1999-06-04,FT CALHOUN 1,100, , , , 
1999-06-04,GRAND GULF 1,100, , , , 
1999-06-04,PALO VERDE 1,100, , , , 
1999-06-04,PALO VERDE 2,100, , , , 
1999-06-04,PALO VERDE 3,100, , , , 
1999-06-04,RIVER BEND 1,0,1999-04-03,REFUELING OUTAGE, , 
1999-06-04,SAN ONOFRE 2,100, , , , 
1999-06-04,SAN ONOFRE 3,100, , , , 
1999-06-04,SOUTH TEXAS 1,100, , , , 
1999-06-04,SOUTH TEXAS 2,100, , , , 
1999-06-04,WASHINGTON NUCLEAR 2,0,1999-04-17,MAINTENANCE OUTAGE, , 
1999-06-04,WATERFORD 3,100, , , , 
1999-06-04,WOLF CREEK 1,100, , , , 
1999-06-05,BEAVER VALLEY 1,100, , , , 
1999-06-05,BEAVER VALLEY 2,100, , , , 
1999-06-05,CALVERT CLIFFS 1,100, , , , 
1999-06-05,CALVERT CLIFFS 2,100, , , , 
1999-06-05,FITZPATRICK 1,100, , , , 
1999-06-05,GINNA 1,100, , , , 
1999-06-05,HOPE CREEK 1,50, ,TESTING IN PROGRESS,*, 
1999-06-05,INDIAN POINT 2,99, , , , 
1999-06-05,INDIAN POINT 3,100, , , , 
1999-06-05,LIMERICK 1,100, , , , 
1999-06-05,LIMERICK 2,75, ,INCREASING POWER,*, 
1999-06-05,MILLSTONE 2,100, , , , 
1999-06-05,MILLSTONE 3,0,1999-05-01,REFUELING OUTAGE, , 
1999-06-05,NINE MILE POINT 1,0,1999-04-11,REFUELING OUTAGE, , 
1999-06-05,NINE MILE POINT 2,100, , , , 
1999-06-05,OYSTER CREEK 1,100, , ,*, 
1999-06-05,PEACH BOTTOM 2,64, ,DECREASING POWER,*, 
1999-06-05,PEACH BOTTOM 3,100, , , , 
1999-06-05,PILGRIM 1,0,1999-05-08,REFUELING OUTAGE, , 
1999-06-05,SALEM 1,77, ,REPAIRING MAIN TURBINE AUXILIARY COOLING HEAT EXCHANGER,*, 
1999-06-05,SALEM 2,84, ,STABILIZING MAIN FEEDWATER FLOW SWINGS, , 
1999-06-05,SEABROOK 1,100, , , , 
1999-06-05,SUSQUEHANNA 1,1, ,STARTUP IN PROGRESS,*, 
1999-06-05,SUSQUEHANNA 2,100, , , , 
1999-06-05,THREE MILE ISLAND 1,100, , , , 
1999-06-05,VERMONT YANKEE 1,100, , , , 
1999-06-05,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
1999-06-05,BROWNS FERRY 2,100, , , , 
1999-06-05,BROWNS FERRY 3,100, , , , 
1999-06-05,BRUNSWICK 1,100, , , , 
1999-06-05,BRUNSWICK 2,100, , , , 
1999-06-05,CATAWBA 1,100, , , , 
1999-06-05,CATAWBA 2,0,1999-05-03,MAINTENANCE OUTAGE - REPAIRING MAIN GENERATOR ROTOR, , 
1999-06-05,CRYSTAL RIVER 3,85, ,REPAIRING CIRC WATER LEAK TO 'D' MAIN CONDENSER WATER BOX, , 
1999-06-05,FARLEY 1,100, , , , 
1999-06-05,FARLEY 2,100, , , , 
1999-06-05,HARRIS 1,100, , , , 
1999-06-05,HATCH 1,100, , , , 
1999-06-05,HATCH 2,98, , , , 
1999-06-05,MCGUIRE 1,100, , , , 
1999-06-05,MCGUIRE 2,100, , , , 
1999-06-05,NORTH ANNA 1,100, , , , 
1999-06-05,NORTH ANNA 2,100, , , , 
1999-06-05,OCONEE 1,0,1999-05-20,REFUELING OUTAGE - DEFUELED, , 
1999-06-05,OCONEE 2,100, , , , 
1999-06-05,OCONEE 3,100, , , , 
1999-06-05,ROBINSON 2,100, , , , 
1999-06-05,SAINT LUCIE 1,100, , , , 
1999-06-05,SAINT LUCIE 2,0,1999-06-04,MAINTENANCE OUTAGE, , 
1999-06-05,SEQUOYAH 1,100, , , , 
1999-06-05,SEQUOYAH 2,100, , , , 
1999-06-05,SUMMER 1,0,1999-06-04,AUTOMATIC REACTOR TRIP - SEE EN 35796. PREPARING FOR STARTUP,*,1
1999-06-05,SURRY 1,100, , , , 
1999-06-05,SURRY 2,100, , , , 
1999-06-05,TURKEY POINT 3,100, , , , 
1999-06-05,TURKEY POINT 4,100, , , , 
1999-06-05,VOGTLE 1,100, , , , 
1999-06-05,VOGTLE 2,50, ,REDUCING POWER FOR STATOR COOLING SYSTEM MAINTENANCE,*, 
1999-06-05,WATTS BAR 1,100, , , , 
1999-06-05,BRAIDWOOD 1,100, , ,*, 
1999-06-05,BRAIDWOOD 2,100, , , , 
1999-06-05,BYRON 1,100, , ,*, 
1999-06-05,BYRON 2,100, , ,*, 
1999-06-05,CLINTON 1,97, , ,*, 
