Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
2001-06-01,BEAVER VALLEY 1,100, , , , 
2001-06-01,BEAVER VALLEY 2,100, , , , 
2001-06-01,CALVERT CLIFFS 1,100, , , , 
2001-06-01,CALVERT CLIFFS 2,100, , , , 
2001-06-01,FITZPATRICK 1,100, , , , 
2001-06-01,GINNA 1,100, , , , 
2001-06-01,HOPE CREEK 1,98, , ,*, 
2001-06-01,INDIAN POINT 2,100, , , , 
2001-06-01,INDIAN POINT 3,100, , , , 
2001-06-01,LIMERICK 1,100, , , , 
2001-06-01,LIMERICK 2,100, , , , 
2001-06-01,MILLSTONE 2,100, , , , 
2001-06-01,MILLSTONE 3,99, , ,*, 
2001-06-01,NINE MILE POINT 1,100, , , , 
2001-06-01,NINE MILE POINT 2,100, , , , 
2001-06-01,OYSTER CREEK 1,100, , , , 
2001-06-01,PEACH BOTTOM 2,100, , , , 
2001-06-01,PEACH BOTTOM 3,100, , , , 
2001-06-01,PILGRIM 1,100, , , , 
2001-06-01,SALEM 1,100, , , , 
2001-06-01,SALEM 2,100, , ,*, 
2001-06-01,SEABROOK 1,100, , , , 
2001-06-01,SUSQUEHANNA 1,100, , ,*, 
2001-06-01,SUSQUEHANNA 2,100, , , , 
2001-06-01,THREE MILE ISLAND 1,80, ,HOLDING POWER AT THIS LEVEL TO OBSERVE 'A' MAIN TRANSFORMER GASES, , 
2001-06-01,VERMONT YANKEE 1,100, , , , 
2001-06-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2001-06-01,BROWNS FERRY 2,100, , , , 
2001-06-01,BROWNS FERRY 3,100, , , , 
2001-06-01,BRUNSWICK 1,100, , , , 
2001-06-01,BRUNSWICK 2,100, , , , 
2001-06-01,CATAWBA 1,100, , , , 
2001-06-01,CATAWBA 2,100, , , , 
2001-06-01,CRYSTAL RIVER 3,10, ,PLACING TURBINE ON LINE,*, 
2001-06-01,FARLEY 1,100, , , , 
2001-06-01,FARLEY 2,100, , , , 
2001-06-01,HARRIS 1,100, , , , 
2001-06-01,HATCH 1,100, , , , 
2001-06-01,HATCH 2,94, ,INCREASING POWER,*, 
2001-06-01,MCGUIRE 1,100, , , , 
2001-06-01,MCGUIRE 2,100, , , , 
2001-06-01,NORTH ANNA 1,100, , , , 
2001-06-01,NORTH ANNA 2,100, , ,*, 
2001-06-01,OCONEE 1,100, , , , 
2001-06-01,OCONEE 2,60, ,INCREASING POWER,*, 
2001-06-01,OCONEE 3,100, , , , 
2001-06-01,ROBINSON 2,100, , , , 
2001-06-01,SAINT LUCIE 1,100, , , , 
2001-06-01,SAINT LUCIE 2,100, , , , 
2001-06-01,SEQUOYAH 1,100, , , , 
2001-06-01,SEQUOYAH 2,100, , , , 
2001-06-01,SUMMER 1,100, , , , 
2001-06-01,SURRY 1,100, , , , 
2001-06-01,SURRY 2,100, , , , 
2001-06-01,TURKEY POINT 3,100, , , , 
2001-06-01,TURKEY POINT 4,100, , , , 
2001-06-01,VOGTLE 1,100, , , , 
2001-06-01,VOGTLE 2,100, , , , 
2001-06-01,WATTS BAR 1,100, , , , 
2001-06-01,BRAIDWOOD 1,97, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-01,BRAIDWOOD 2,96, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-01,BYRON 1,98, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-01,BYRON 2,98, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-01,CLINTON 1,100, , , , 
2001-06-01,COOK 1,100, , , , 
2001-06-01,COOK 2,100, , , , 
2001-06-01,DAVIS BESSE 1,100, , , , 
2001-06-01,DRESDEN 2,100, , , , 
2001-06-01,DRESDEN 3,100, , , , 
2001-06-01,DUANE ARNOLD 1,77, ,HOLDING POWER DUE TO ONE COOLING TOWER OUT OF SERVICE.,*, 
2001-06-01,FERMI 2,100, , , , 
2001-06-01,KEWAUNEE 1,96, ,MAXIMUM POWER LEVEL DUE TO PLUGGED STEAM GENERATOR TUBES, , 
2001-06-01,LASALLE 1,100, , , , 
2001-06-01,LASALLE 2,95, ,HOLDING POWER LEVEL PER LOAD DISPATCHER,*, 
2001-06-01,MONTICELLO 1,100, , , , 
2001-06-01,PALISADES 1,100, , , , 
2001-06-01,PERRY 1,0,2001-05-21,MAINTENANCE OUTAGE, , 
2001-06-01,POINT BEACH 1,98, , ,*, 
2001-06-01,POINT BEACH 2,98, , ,*, 
2001-06-01,PRAIRIE ISLAND 1,100, , , , 
2001-06-01,PRAIRIE ISLAND 2,0,2001-05-09,MAINTENANCE OUTAGE, , 
2001-06-01,QUAD CITIES 1,100, , , , 
2001-06-01,QUAD CITIES 2,100, , , , 
2001-06-01,ARKANSAS NUCLEAR 1,100, , , , 
2001-06-01,ARKANSAS NUCLEAR 2,100, , , , 
2001-06-01,CALLAWAY 1,100, , ,*, 
2001-06-01,COLUMBIA GENERATING,0,2001-05-19,REFUELING OUTAGE, , 
2001-06-01,COMANCHE PEAK 1,100, , , , 
2001-06-01,COMANCHE PEAK 2,100, , , , 
2001-06-01,COOPER 1,69, ,HOLDING POWER LEVEL FOR PLANNED TESTING.,*, 
2001-06-01,DIABLO CANYON 1,100, , , , 
2001-06-01,DIABLO CANYON 2,92, ,INCREASING POWER,*, 
2001-06-01,FT CALHOUN 1,100, , , , 
2001-06-01,GRAND GULF 1,100, , , , 
2001-06-01,PALO VERDE 1,99, , , , 
2001-06-01,PALO VERDE 2,97, ,PLANNED TESTING,*, 
2001-06-01,PALO VERDE 3,99, , , , 
2001-06-01,RIVER BEND 1,79, ,REPAIRING "A" REACTOR FEEDWATER PUMP SEAL LEAK.,*, 
2001-06-01,SAN ONOFRE 2,100, , , , 
2001-06-01,SAN ONOFRE 3,18, ,STARTUP,*, 
2001-06-01,SOUTH TEXAS 1,100, , , , 
2001-06-01,SOUTH TEXAS 2,100, , , , 
2001-06-01,WATERFORD 3,100, , ,*, 
2001-06-01,WOLF CREEK 1,100, , , , 
2001-06-02,BEAVER VALLEY 1,100, , , , 
2001-06-02,BEAVER VALLEY 2,100, , , , 
2001-06-02,CALVERT CLIFFS 1,100, , , , 
2001-06-02,CALVERT CLIFFS 2,100, , , , 
2001-06-02,FITZPATRICK 1,100, , , , 
2001-06-02,GINNA 1,100, , , , 
2001-06-02,HOPE CREEK 1,100, , ,*, 
2001-06-02,INDIAN POINT 2,100, , , , 
2001-06-02,INDIAN POINT 3,100, , , , 
2001-06-02,LIMERICK 1,100, , , , 
2001-06-02,LIMERICK 2,100, , , , 
2001-06-02,MILLSTONE 2,95, ,INCREASING POWER AFTER DECREASING TO 90% TO PERFORM MAIN TURBINE CONTROL VALVE TESTING,*, 
2001-06-02,MILLSTONE 3,100, , ,*, 
2001-06-02,NINE MILE POINT 1,100, , , , 
2001-06-02,NINE MILE POINT 2,100, , , , 
2001-06-02,OYSTER CREEK 1,99, , ,*, 
2001-06-02,PEACH BOTTOM 2,100, , , , 
2001-06-02,PEACH BOTTOM 3,100, , , , 
2001-06-02,PILGRIM 1,100, , , , 
2001-06-02,SALEM 1,100, , , , 
2001-06-02,SALEM 2,100, , , , 
2001-06-02,SEABROOK 1,100, , , , 
2001-06-02,SUSQUEHANNA 1,100, , , , 
2001-06-02,SUSQUEHANNA 2,100, , , , 
2001-06-02,THREE MILE ISLAND 1,85, ,HOLDING POWER AT THIS LEVEL TO OBSERVE 'A' MAIN TRANSFORMER GASES,*, 
2001-06-02,VERMONT YANKEE 1,100, , , , 
2001-06-02,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2001-06-02,BROWNS FERRY 2,100, , , , 
2001-06-02,BROWNS FERRY 3,100, , , , 
2001-06-02,BRUNSWICK 1,100, , , , 
2001-06-02,BRUNSWICK 2,100, , , , 
2001-06-02,CATAWBA 1,100, , , , 
2001-06-02,CATAWBA 2,100, , , , 
2001-06-02,CRYSTAL RIVER 3,100, , ,*, 
2001-06-02,FARLEY 1,100, , , , 
2001-06-02,FARLEY 2,78, ,HOLDING POWER AT THIS LEVEL TO PERFORM CONDENSER WATERBOX CLEANING,*, 
2001-06-02,HARRIS 1,100, , , , 
2001-06-02,HATCH 1,100, , , , 
2001-06-02,HATCH 2,100, , ,*, 
2001-06-02,MCGUIRE 1,100, , , , 
2001-06-02,MCGUIRE 2,100, , , , 
2001-06-02,NORTH ANNA 1,100, , , , 
2001-06-02,NORTH ANNA 2,100, , , , 
2001-06-02,OCONEE 1,100, , , , 
2001-06-02,OCONEE 2,100, ,INCREASING POWER,*, 
2001-06-02,OCONEE 3,100, , , , 
2001-06-02,ROBINSON 2,100, , , , 
2001-06-02,SAINT LUCIE 1,100, , , , 
2001-06-02,SAINT LUCIE 2,100, , , , 
2001-06-02,SEQUOYAH 1,100, , , , 
2001-06-02,SEQUOYAH 2,100, , , , 
2001-06-02,SUMMER 1,2, ,HOLDING POWER AT THIS LEVEL TO REPAIR A STEAM GENERATOR MAN WAY LEAK - UNIT TAKEN OFF LINE ON 06/01/01,*, 
2001-06-02,SURRY 1,100, , , , 
2001-06-02,SURRY 2,100, , , , 
2001-06-02,TURKEY POINT 3,100, , , , 
2001-06-02,TURKEY POINT 4,100, , , , 
2001-06-02,VOGTLE 1,100, , , , 
2001-06-02,VOGTLE 2,100, , , , 
2001-06-02,WATTS BAR 1,100, , , , 
2001-06-02,BRAIDWOOD 1,97, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-02,BRAIDWOOD 2,96, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
2001-06-02,BYRON 1,98, ,RECENTLY COMPLETED POWER UPRATE - POWER LIMITED BY TURBINE, , 
