Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2013-06-01,Beaver Valley 1,100, , , , 
2013-06-01,Beaver Valley 2,0,2013-05-27,FORCED OUTAGE, , 
2013-06-01,Calvert Cliffs 1,100, ,HOT WEATHER ALERT, , 
2013-06-01,Calvert Cliffs 2,100, ,HOT WEATHER ALERT, , 
2013-06-01,FitzPatrick,100, , , , 
2013-06-01,Ginna,100, , , , 
2013-06-01,Hope Creek 1,100, , , , 
2013-06-01,Indian Point 2,100, ,13.8 KV LINE 33332LM OOS, , 
2013-06-01,Indian Point 3,100, ,13.8 KV LINE 33332LM OOS, , 
2013-06-01,Limerick 1,100, , , , 
2013-06-01,Limerick 2,100, , , , 
2013-06-01,Millstone 2,100, , , , 
2013-06-01,Millstone 3,100, , , , 
2013-06-01,Nine Mile Point 1,100, , , , 
2013-06-01,Nine Mile Point 2,100, , ,*, 
2013-06-01,Oyster Creek,70, ,TROUBLESHOOTING FEED WATER REG VALVE,*, 
2013-06-01,Peach Bottom 2,100, , , , 
2013-06-01,Peach Bottom 3,100, , , , 
2013-06-01,Pilgrim 1,50, ,HOLDING FOR CONDENSER VACUUM PROBLEMS,*, 
2013-06-01,Salem 1,98, ,HOLDING FOR TESTING, , 
2013-06-01,Salem 2,100, , , , 
2013-06-01,Seabrook 1,100, , , , 
2013-06-01,Susquehanna 1,0,2013-05-08,MAINTENANCE OUTAGE, , 
2013-06-01,Susquehanna 2,15, ,NOT SYNCED TO THE GRID; HOT WEATHER ALERT,*, 
2013-06-01,Three Mile Island 1,100, ,HOT WEATHER ALERT, , 
2013-06-01,Vermont Yankee,99, ,DECREASED POWER TO CHLORINATE CIRC WATER,*, 
2013-06-01,Browns Ferry 1,100, , , , 
2013-06-01,Browns Ferry 2,100, , , , 
2013-06-01,Browns Ferry 3,88, ,ROD SEQUENCE EXCHANGE,*, 
2013-06-01,Brunswick 1,95, ,INCREASING POWER,*, 
2013-06-01,Brunswick 2,100, , , , 
2013-06-01,Catawba 1,48, ,MAINTENANCE ON 1B FEEDWATER PUMP,*, 
2013-06-01,Catawba 2,100, , , , 
2013-06-01,Crystal River 3,0,2013-02-03,PERMANENT PLANT SHUTDOWN, , 
2013-06-01,Farley 1,100, , , , 
2013-06-01,Farley 2,100, , , , 
2013-06-01,Harris 1,0,2013-05-15,FORCED OUTAGE, , 
2013-06-01,Hatch 1,61, ,DECREASED POWER TO FIND FUEL LEAK,*, 
2013-06-01,Hatch 2,100, , , , 
2013-06-01,McGuire 1,100, , , , 
2013-06-01,McGuire 2,100, , , , 
2013-06-01,North Anna 1,100, ,HOT WEATHER ALERT, , 
2013-06-01,North Anna 2,99, ,HOT WEATHER ALERT INCREASING POWER,*, 
2013-06-01,Oconee 1,100, , , , 
2013-06-01,Oconee 2,100, , , , 
2013-06-01,Oconee 3,100, , , , 
2013-06-01,Robinson 2,100, , , , 
2013-06-01,Saint Lucie 1,100, , , , 
2013-06-01,Saint Lucie 2,0,2013-05-31,FORCED OUTAGE SEE EN #49082,*,1
2013-06-01,Sequoyah 1,100, ,GRID STATUS YELLOW DUE TO WIDOW CREEK 500 kV LINE OOS, , 
2013-06-01,Sequoyah 2,100, ,GRID STATUS YELLOW DUE TO WIDOW CREEK 500 kV LINE OOS, , 
2013-06-01,Summer,100, , , , 
2013-06-01,Surry 1,100, ,HOT WEATHER ALERT, , 
2013-06-01,Surry 2,100, ,HOT WEATHER ALERT, , 
2013-06-01,Turkey Point 3,100, , , , 
2013-06-01,Turkey Point 4,100, , ,*, 
2013-06-01,Vogtle 1,100, , , , 
2013-06-01,Vogtle 2,16, ,ENTERING OUTAGE TO REPLACE RCP SEALS,*, 
2013-06-01,Watts Bar 1,100, , , , 
2013-06-01,Braidwood 1,100, , , , 
2013-06-01,Braidwood 2,100, , , , 
2013-06-01,Byron 1,100, , , , 
