Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2008-01-01,Beaver Valley 1,100, , , , 
2008-01-01,Beaver Valley 2,100, , , , 
2008-01-01,Calvert Cliffs 1,100, , , , 
2008-01-01,Calvert Cliffs 2,100, , , , 
2008-01-01,FitzPatrick,100, , , , 
2008-01-01,Ginna,100, , , , 
2008-01-01,Hope Creek 1,100, , , , 
2008-01-01,Indian Point 2,100, , , , 
2008-01-01,Indian Point 3,100, , , , 
2008-01-01,Limerick 1,98, ,COASTDOWN TO REFUELING OUTAGE, , 
2008-01-01,Limerick 2,100, , , , 
2008-01-01,Millstone 2,100, , , , 
2008-01-01,Millstone 3,100, , , , 
2008-01-01,Nine Mile Point 1,100, , , , 
2008-01-01,Nine Mile Point 2,100, , , , 
2008-01-01,Oyster Creek,92, ,HOLDING POWER INDEFINITELY DUE TO TURBINE CONTROL VALVE ISSUE, , 
2008-01-01,Peach Bottom 2,100, , , , 
2008-01-01,Peach Bottom 3,100, , , , 
2008-01-01,Pilgrim 1,100, , , , 
2008-01-01,Salem 1,0,2007-12-28,START-UP IN PROGRESS,*, 
2008-01-01,Salem 2,100, , , , 
2008-01-01,Seabrook 1,100, ,POWER REDUCTION THREAT DUE TO GRID WORK IN NEW YORK UNTIL JANUARY 11, , 
2008-01-01,Susquehanna 1,100, , , , 
2008-01-01,Susquehanna 2,100, ,VOLTAGE REGULATOR IN MANUAL, , 
2008-01-01,Three Mile Island 1,100, , , , 
2008-01-01,Vermont Yankee,100, , , , 
2008-01-01,Browns Ferry 1,100, , , , 
2008-01-01,Browns Ferry 2,100, , , , 
2008-01-01,Browns Ferry 3,0,2007-12-31,AUTOMATIC SCRAM. SEE EN# 43878.,*,1
2008-01-01,Brunswick 1,100, , , , 
2008-01-01,Brunswick 2,100, , , , 
2008-01-01,Catawba 1,100, , , , 
2008-01-01,Catawba 2,100, , , , 
2008-01-01,Crystal River 3,100, , , , 
2008-01-01,Farley 1,100, , , , 
2008-01-01,Farley 2,100, , , , 
2008-01-01,Harris 1,100, , , , 
2008-01-01,Hatch 1,100, , , , 
2008-01-01,Hatch 2,100, , , , 
2008-01-01,McGuire 1,100, , , , 
2008-01-01,McGuire 2,100, , , , 
2008-01-01,North Anna 1,100, , , , 
2008-01-01,North Anna 2,0,2007-12-25,AUTOMATIC TRIP - SEE EN # 43866, , 
2008-01-01,Oconee 1,100, , , , 
2008-01-01,Oconee 2,100, , , , 
2008-01-01,Oconee 3,100, , , , 
2008-01-01,Robinson 2,100, , , , 
2008-01-01,Saint Lucie 1,100, , , , 
2008-01-01,Saint Lucie 2,0,2007-09-30,EXITING REFUELING OUTAGE, , 
2008-01-01,Sequoyah 1,100, , , , 
2008-01-01,Sequoyah 2,100, , , , 
2008-01-01,Summer,100, , , , 
2008-01-01,Surry 1,100, , , , 
2008-01-01,Surry 2,100, , , , 
2008-01-01,Turkey Point 3,100, , , , 
2008-01-01,Turkey Point 4,100, , , , 
2008-01-01,Vogtle 1,97, ,100% ELECTRICAL CAPABILITY, , 
2008-01-01,Vogtle 2,98, ,100% ELECTRICAL CAPABILITY, , 
2008-01-01,Watts Bar 1,100, , , , 
2008-01-01,Braidwood 1,100, , , , 
2008-01-01,Braidwood 2,100, , , , 
2008-01-01,Byron 1,100, , , , 
2008-01-01,Byron 2,100, , , , 
2008-01-01,Clinton,90, ,COASTDOWN TO REFUELING OUTAGE, , 
2008-01-01,D.C. Cook 1,100, , , , 
2008-01-01,D.C. Cook 2,100, , , , 
