Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2016-04-01,Beaver Valley 1,100, , , , 
2016-04-01,Beaver Valley 2,100, , , , 
2016-04-01,Calvert Cliffs 1,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,Calvert Cliffs 2,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,FitzPatrick,100, , , , 
2016-04-01,Ginna,100, , , , 
2016-04-01,Hope Creek 1,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,Indian Point 2,0,2016-03-07,REFUELING OUTAGE, , 
2016-04-01,Indian Point 3,100, ,RESTRICTED 345, 138 & 13.8 kV FEEDERS IN SUPPORT OF UNIT 2 OUTAGE, , 
2016-04-01,Limerick 1,0,2016-03-20,REFUELING OUTAGE, , 
2016-04-01,Limerick 2,100, , , , 
2016-04-01,Millstone 2,100, , , , 
2016-04-01,Millstone 3,100, , , , 
2016-04-01,Nine Mile Point 1,100, , , , 
2016-04-01,Nine Mile Point 2,100, , , , 
2016-04-01,Oyster Creek,100, , ,*, 
2016-04-01,Peach Bottom 2,100, ,100 MVAR RESTRICTION DUE TO TURBINE BEARING VIBRATIONS, , 
2016-04-01,Peach Bottom 3,100, , , , 
2016-04-01,Pilgrim 1,100, , , , 
2016-04-01,Salem 1,100, , , , 
2016-04-01,Salem 2,100, , , , 
2016-04-01,Seabrook 1,100, ,DOWN POWER CONTINGENCY TO 800 MW FOR WORK ON GRID, , 
2016-04-01,Susquehanna 1,0,2016-03-12,REFUELING OUTAGE HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,Susquehanna 2,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,Three Mile Island 1,100, ,HIGH SYSTEM VOLTAGE ACTION, , 
2016-04-01,Browns Ferry 1,100, , , , 
2016-04-01,Browns Ferry 2,100, , , , 
2016-04-01,Browns Ferry 3,100, , ,*, 
2016-04-01,Brunswick 1,52, ,HOLDING POWER FOR MAINTENANCE,*, 
2016-04-01,Brunswick 2,100, , , , 
