Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
2000-12-01,BEAVER VALLEY 1,100, , ,*, 
2000-12-01,BEAVER VALLEY 2,100, , , , 
2000-12-01,CALVERT CLIFFS 1,100, , , , 
2000-12-01,CALVERT CLIFFS 2,100, , , , 
2000-12-01,FITZPATRICK 1,100, , , , 
2000-12-01,GINNA 1,100, , , , 
2000-12-01,HOPE CREEK 1,100, , , , 
2000-12-01,INDIAN POINT 2,0,2000-02-15,REFUELED - HEAD TENSIONED, , 
2000-12-01,INDIAN POINT 3,100, , , , 
2000-12-01,LIMERICK 1,100, , , , 
2000-12-01,LIMERICK 2,100, , , , 
2000-12-01,MILLSTONE 2,100, , , , 
2000-12-01,MILLSTONE 3,100, , , , 
2000-12-01,NINE MILE POINT 1,100, , , , 
2000-12-01,NINE MILE POINT 2,100, , , , 
2000-12-01,OYSTER CREEK 1,100, , , , 
2000-12-01,PEACH BOTTOM 2,100, , , , 
2000-12-01,PEACH BOTTOM 3,100, , , , 
2000-12-01,PILGRIM 1,100, , , , 
2000-12-01,SALEM 1,100, , , , 
2000-12-01,SALEM 2,100, , ,*, 
2000-12-01,SEABROOK 1,0,2000-10-20,REFUELING OUTAGE - DEFUELED, , 
2000-12-01,SUSQUEHANNA 1,100, , , , 
2000-12-01,SUSQUEHANNA 2,100, , , , 
2000-12-01,THREE MILE ISLAND 1,100, , , , 
2000-12-01,VERMONT YANKEE 1,100, , , , 
2000-12-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2000-12-01,BROWNS FERRY 2,100, , , , 
2000-12-01,BROWNS FERRY 3,100, , , , 
2000-12-01,BRUNSWICK 1,100, , , , 
2000-12-01,BRUNSWICK 2,100, , , , 
2000-12-01,CATAWBA 1,100, , , , 
2000-12-01,CATAWBA 2,100, , , , 
2000-12-01,CRYSTAL RIVER 3,100, , , , 
2000-12-01,FARLEY 1,100, , , , 
2000-12-01,FARLEY 2,100, , , , 
2000-12-01,HARRIS 1,100, , , , 
2000-12-01,HATCH 1,100, , , , 
2000-12-01,HATCH 2,100, , , , 
2000-12-01,MCGUIRE 1,100, , , , 
2000-12-01,MCGUIRE 2,100, , , , 
2000-12-01,NORTH ANNA 1,100, , , , 
2000-12-01,NORTH ANNA 2,100, , , , 
2000-12-01,OCONEE 1,0,2000-11-22,REFUELING OUTAGE, , 
2000-12-01,OCONEE 2,100, , , , 
2000-12-01,OCONEE 3,100, , , , 
2000-12-01,ROBINSON 2,100, , , , 
2000-12-01,SAINT LUCIE 1,100, , , , 
2000-12-01,SAINT LUCIE 2,100, ,., , 
2000-12-01,SEQUOYAH 1,100, , , , 
2000-12-01,SEQUOYAH 2,100, , , , 
2000-12-01,SUMMER 1,0,2000-10-07,REFUELING OUTAGE - DEFUELED, , 
2000-12-01,SURRY 1,100, , , , 
2000-12-01,SURRY 2,100, , , , 
2000-12-01,TURKEY POINT 3,100, , , , 
2000-12-01,TURKEY POINT 4,100, , , , 
2000-12-01,VOGTLE 1,100, , , , 
2000-12-01,VOGTLE 2,100, , , , 
2000-12-01,WATTS BAR 1,100, , , , 
2000-12-01,BRAIDWOOD 1,100, , , , 
2000-12-01,BRAIDWOOD 2,100, , , , 
2000-12-01,BYRON 1,100, , , , 
2000-12-01,BYRON 2,100, , , , 
2000-12-01,CLINTON 1,100, , , , 
2000-12-01,COOK 1,0,1997-09-08,REFUELING OUTAGE, , 
2000-12-01,COOK 2,100, , , , 
