Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
2000-02-01,BEAVER VALLEY 1,100, , , , 
2000-02-01,BEAVER VALLEY 2,100, , , , 
2000-02-01,CALVERT CLIFFS 1,100, , , , 
2000-02-01,CALVERT CLIFFS 2,100, , , , 
2000-02-01,FITZPATRICK 1,60, ,HOLDING POWER AT THIS LEVEL TO CLEAN CONDENSER WATER BOXES,*, 
2000-02-01,GINNA 1,100, , , , 
2000-02-01,HOPE CREEK 1,100, , , , 
2000-02-01,INDIAN POINT 2,99, , , , 
2000-02-01,INDIAN POINT 3,100, , , , 
2000-02-01,LIMERICK 1,98, ,COASTDOWN TO REFUELING OUTAGE,*, 
2000-02-01,LIMERICK 2,100, , , , 
2000-02-01,MILLSTONE 2,100, , ,*, 
2000-02-01,MILLSTONE 3,100, , , , 
2000-02-01,NINE MILE POINT 1,70, ,HOLDING POWER AT THIS LEVEL TO INVESTIGATE ODD TURBINE CONTROL VALVE INDICATIONS, , 
2000-02-01,NINE MILE POINT 2,100, , , , 
2000-02-01,OYSTER CREEK 1,0,2000-01-21,EXITING MAINTENANCE OUTAGE - REACTOR CRITICAL,*, 
2000-02-01,PEACH BOTTOM 2,100, , , , 
2000-02-01,PEACH BOTTOM 3,100, , , , 
2000-02-01,PILGRIM 1,100, , , , 
2000-02-01,SALEM 1,100, , , , 
2000-02-01,SALEM 2,100, , , , 
2000-02-01,SEABROOK 1,100, , , , 
2000-02-01,SUSQUEHANNA 1,100, , , , 
2000-02-01,SUSQUEHANNA 2,100, , , , 
2000-02-01,THREE MILE ISLAND 1,100, , , , 
2000-02-01,VERMONT YANKEE 1,100, , , , 
2000-02-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2000-02-01,BROWNS FERRY 2,100, , , , 
2000-02-01,BROWNS FERRY 3,100, , , , 
2000-02-01,BRUNSWICK 1,100, , , , 
2000-02-01,BRUNSWICK 2,100, , , , 
