Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
2000-11-01,BEAVER VALLEY 1,100, , , , 
2000-11-01,BEAVER VALLEY 2,98, ,DELTA T CALIBRATIONS,*, 
2000-11-01,CALVERT CLIFFS 1,100, , , , 
2000-11-01,CALVERT CLIFFS 2,100, , , , 
2000-11-01,FITZPATRICK 1,0,2000-10-07,REFUELING OUTAGE, , 
2000-11-01,GINNA 1,100, , , , 
2000-11-01,HOPE CREEK 1,100, , , , 
2000-11-01,INDIAN POINT 2,0,2000-02-15,DEFUELED,*, 
2000-11-01,INDIAN POINT 3,100, , , , 
2000-11-01,LIMERICK 1,100, , , , 
2000-11-01,LIMERICK 2,100, , , , 
2000-11-01,MILLSTONE 2,100, , , , 
2000-11-01,MILLSTONE 3,100, , , , 
2000-11-01,NINE MILE POINT 1,100, , , , 
2000-11-01,NINE MILE POINT 2,0,2000-10-29,SHUTDOWN TO REPAIR FLOW CONTROL VALVE, , 
2000-11-01,OYSTER CREEK 1,0,2000-10-13,REFUELING OUTAGE, , 
2000-11-01,PEACH BOTTOM 2,100, , , , 
2000-11-01,PEACH BOTTOM 3,100, , , , 
2000-11-01,PILGRIM 1,100, , , , 
2000-11-01,SALEM 1,100, , , , 
2000-11-01,SALEM 2,0,2000-10-05,REFUELING OUTAGE, , 
2000-11-01,SEABROOK 1,0,2000-10-20,REFUELING OUTAGE, , 
2000-11-01,SUSQUEHANNA 1,100, , , , 
2000-11-01,SUSQUEHANNA 2,100, , , , 
2000-11-01,THREE MILE ISLAND 1,100, , , , 
2000-11-01,VERMONT YANKEE 1,100, , , , 
2000-11-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2000-11-01,BROWNS FERRY 2,100, , , , 
2000-11-01,BROWNS FERRY 3,100, , , , 
2000-11-01,BRUNSWICK 1,100, , , , 
2000-11-01,BRUNSWICK 2,100, , , , 
2000-11-01,CATAWBA 1,0,2000-10-14,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,CATAWBA 2,100, , , , 
2000-11-01,CRYSTAL RIVER 3,100, , , , 
2000-11-01,FARLEY 1,100, , , , 
2000-11-01,FARLEY 2,100, , , , 
2000-11-01,HARRIS 1,100, , , , 
2000-11-01,HATCH 1,0,2000-09-29,EXITING REFUELING OUTAGE, , 
2000-11-01,HATCH 2,100, , , , 
2000-11-01,MCGUIRE 1,100, , , , 
2000-11-01,MCGUIRE 2,100, , , , 
2000-11-01,NORTH ANNA 1,100, , , , 
2000-11-01,NORTH ANNA 2,100, , , , 
2000-11-01,OCONEE 1,100, , , , 
2000-11-01,OCONEE 2,100, , , , 
2000-11-01,OCONEE 3,100, , , , 
2000-11-01,ROBINSON 2,100, , , , 
2000-11-01,SAINT LUCIE 1,100, , , , 
2000-11-01,SAINT LUCIE 2,100, ,., , 
2000-11-01,SEQUOYAH 1,0,2000-10-06,FORCED MAINTENANCE OUTAGE, , 
2000-11-01,SEQUOYAH 2,0,2000-10-22,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,SUMMER 1,0,2000-10-07,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,SURRY 1,100, , , , 
2000-11-01,SURRY 2,0,2000-09-30,INVESTIGATING SIMMERING ON RCS SAFETY VALVES, , 
2000-11-01,TURKEY POINT 3,100, , , , 
2000-11-01,TURKEY POINT 4,100, , , , 
2000-11-01,VOGTLE 1,100, , , , 
2000-11-01,VOGTLE 2,100, , , , 
2000-11-01,WATTS BAR 1,100, , , , 
2000-11-01,BRAIDWOOD 1,100, , , , 
2000-11-01,BRAIDWOOD 2,0,2000-10-20,REFUELING OUTAGE, , 
2000-11-01,BYRON 1,100, , , , 
2000-11-01,BYRON 2,100, , , , 
2000-11-01,CLINTON 1,0,2000-10-14,REFUELING OUTAGE, , 
2000-11-01,COOK 1,0,1997-09-08,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,COOK 2,100, , , , 
2000-11-01,DAVIS BESSE 1,100, , , , 
2000-11-01,DRESDEN 2,100, , , , 
2000-11-01,DRESDEN 3,100, , , , 
2000-11-01,DUANE ARNOLD 1,100, , , , 
2000-11-01,FERMI 2,100, , , , 
2000-11-01,KEWAUNEE 1,96, ,MAXIMUM POWER DUE TO PLUGGED STEAM GENERATOR TUBES, , 
2000-11-01,LASALLE 1,100, , , , 
2000-11-01,LASALLE 2,95, ,COASTDOWN TO REFUELING OUTAGE, , 
2000-11-01,MONTICELLO 1,100, , , , 
2000-11-01,PALISADES 1,100, , , , 
2000-11-01,PERRY 1,98, , , , 
2000-11-01,POINT BEACH 1,100, , , , 
2000-11-01,POINT BEACH 2,0,2000-10-13,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,PRAIRIE ISLAND 1,100, , , , 
2000-11-01,PRAIRIE ISLAND 2,100, , , , 
2000-11-01,QUAD CITIES 1,0,2000-10-14,EXITING REFUELING OUTAGE,*, 
2000-11-01,QUAD CITIES 2,95, ,HOLDING POWER AT THIS LEVEL DUE TO A TURBINE CONTROL VALVE # 3 OSCILLATION., , 
2000-11-01,ARKANSAS NUCLEAR 1,100, , , , 
2000-11-01,ARKANSAS NUCLEAR 2,0,2000-09-15,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,CALLAWAY 1,100, , , , 
2000-11-01,COMANCHE PEAK 1,100, , , , 
2000-11-01,COMANCHE PEAK 2,0,2000-09-30,EXITING REFUELING OUTAGE, , 
2000-11-01,COOPER 1,100, , , , 
2000-11-01,DIABLO CANYON 1,0,2000-10-08,REFUELING OUTAGE - CORE RELOAD COMPLETED, , 
2000-11-01,DIABLO CANYON 2,100, , , , 
2000-11-01,FT CALHOUN 1,0,2000-10-14,MAINTENANCE OUTAGE, , 
2000-11-01,GRAND GULF 1,100, , , , 
2000-11-01,PALO VERDE 1,100, , , , 
2000-11-01,PALO VERDE 2,0,2000-10-03,REFUELING OUTAGE, , 
2000-11-01,PALO VERDE 3,100, , ,*, 
2000-11-01,RIVER BEND 1,100, , , , 
2000-11-01,SAN ONOFRE 2,0,2000-10-07,REFUELING OUTAGE, , 
2000-11-01,SAN ONOFRE 3,100, , , , 
2000-11-01,SOUTH TEXAS 1,100, , , , 
2000-11-01,SOUTH TEXAS 2,100, , , , 
2000-11-01,WATERFORD 3,0,2000-10-14,REFUELING OUTAGE - DEFUELED, , 
2000-11-01,WNP-2,100, , , , 
2000-11-01,WOLF CREEK 1,0,2000-09-29,REFUELING OUTAGE, , 
2000-11-02,BEAVER VALLEY 1,100, , , , 
2000-11-02,BEAVER VALLEY 2,98, ,DELTA T CALIBRATIONS, , 
2000-11-02,CALVERT CLIFFS 1,100, , , , 
2000-11-02,CALVERT CLIFFS 2,100, , , , 
2000-11-02,FITZPATRICK 1,0,2000-10-07,REFUELING OUTAGE, , 
2000-11-02,GINNA 1,100, , , , 
2000-11-02,HOPE CREEK 1,100, , , , 
2000-11-02,INDIAN POINT 2,0,2000-02-15,DEFUELED,*, 
2000-11-02,INDIAN POINT 3,100, , , , 
2000-11-02,LIMERICK 1,100, , , , 
2000-11-02,LIMERICK 2,100, , , , 
2000-11-02,MILLSTONE 2,100, , , , 
2000-11-02,MILLSTONE 3,100, , , , 
2000-11-02,NINE MILE POINT 1,100, , , , 
2000-11-02,NINE MILE POINT 2,0,2000-10-29,SHUTDOWN TO REPAIR FLOW CONTROL VALVE, , 
2000-11-02,OYSTER CREEK 1,0,2000-10-13,REFUELING OUTAGE, , 
2000-11-02,PEACH BOTTOM 2,100, , , , 
2000-11-02,PEACH BOTTOM 3,100, , , , 
2000-11-02,PILGRIM 1,100, , , , 
2000-11-02,SALEM 1,100, , , , 
2000-11-02,SALEM 2,0,2000-10-05,REFUELING OUTAGE, , 
2000-11-02,SEABROOK 1,0,2000-10-20,REFUELING OUTAGE, , 
2000-11-02,SUSQUEHANNA 1,100, , , , 
2000-11-02,SUSQUEHANNA 2,100, , , , 
2000-11-02,THREE MILE ISLAND 1,100, , , , 
2000-11-02,VERMONT YANKEE 1,100, , , , 
2000-11-02,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2000-11-02,BROWNS FERRY 2,100, , , , 
2000-11-02,BROWNS FERRY 3,100, , , , 
2000-11-02,BRUNSWICK 1,100, , , , 
2000-11-02,BRUNSWICK 2,100, , , , 
2000-11-02,CATAWBA 1,0,2000-10-14,REFUELING OUTAGE - DEFUELED, , 
2000-11-02,CATAWBA 2,100, , , , 
2000-11-02,CRYSTAL RIVER 3,100, , , , 
2000-11-02,FARLEY 1,100, , , , 
2000-11-02,FARLEY 2,100, , , , 
2000-11-02,HARRIS 1,100, , , , 
2000-11-02,HATCH 1,3, ,STARTUP IN PROGRESS,*, 
2000-11-02,HATCH 2,100, , , , 
2000-11-02,MCGUIRE 1,100, , , , 
2000-11-02,MCGUIRE 2,100, , , , 
2000-11-02,NORTH ANNA 1,100, , , , 
2000-11-02,NORTH ANNA 2,100, , , , 
2000-11-02,OCONEE 1,100, , , , 
2000-11-02,OCONEE 2,100, , , , 
2000-11-02,OCONEE 3,100, , , , 
2000-11-02,ROBINSON 2,100, , , , 
2000-11-02,SAINT LUCIE 1,100, , , , 
2000-11-02,SAINT LUCIE 2,100, ,., , 
2000-11-02,SEQUOYAH 1,0,2000-10-06,FORCED MAINTENANCE OUTAGE, , 
2000-11-02,SEQUOYAH 2,0,2000-10-22,REFUELING OUTAGE - DEFUELED, , 
2000-11-02,SUMMER 1,0,2000-10-07,REFUELING OUTAGE - DEFUELED, , 
2000-11-02,SURRY 1,100, , , , 
2000-11-02,SURRY 2,30, ,HOLDING FOR PRESSURIZER VALVE MONITORING,*, 
2000-11-02,TURKEY POINT 3,100, , , , 
2000-11-02,TURKEY POINT 4,100, , , , 
2000-11-02,VOGTLE 1,100, , , , 
2000-11-02,VOGTLE 2,100, , , , 
2000-11-02,WATTS BAR 1,100, , , , 
2000-11-02,BRAIDWOOD 1,100, , , , 
2000-11-02,BRAIDWOOD 2,0,2000-10-20,REFUELING OUTAGE, , 
2000-11-02,BYRON 1,100, , , , 
2000-11-02,BYRON 2,100, , , , 
2000-11-02,CLINTON 1,0,2000-10-14,REFUELING OUTAGE, , 
2000-11-02,COOK 1,0,1997-09-08,REFUELING OUTAGE - DEFUELED, , 
2000-11-02,COOK 2,100, , , , 
2000-11-02,DAVIS BESSE 1,100, , , , 
2000-11-02,DRESDEN 2,100, , , , 
2000-11-02,DRESDEN 3,100, , , , 
2000-11-02,DUANE ARNOLD 1,100, , , , 
2000-11-02,FERMI 2,100, , , , 
2000-11-02,KEWAUNEE 1,96, ,MAXIMUM POWER DUE TO PLUGGED STEAM GENERATOR TUBES, , 
2000-11-02,LASALLE 1,100, , , , 
2000-11-02,LASALLE 2,94, ,COASTDOWN TO REFUELING OUTAGE,*, 
2000-11-02,MONTICELLO 1,100, , , , 
2000-11-02,PALISADES 1,100, , , , 
2000-11-02,PERRY 1,98, , , , 
2000-11-02,POINT BEACH 1,100, , , , 
2000-11-02,POINT BEACH 2,0,2000-10-13,REFUELING OUTAGE - DEFUELED, , 
2000-11-02,PRAIRIE ISLAND 1,100, , , , 
2000-11-02,PRAIRIE ISLAND 2,100, , , , 
2000-11-02,QUAD CITIES 1,1, ,REACTOR <1% POWER AND INCREASING,*, 
2000-11-02,QUAD CITIES 2,95, ,HOLDING POWER AT THIS LEVEL DUE TO A TURBINE CONTROL VALVE # 3 OSCILLATION., , 
2000-11-02,ARKANSAS NUCLEAR 1,100, , , , 
2000-11-02,ARKANSAS NUCLEAR 2,0,2000-09-15,REFUELING OUTAGE - DEFUELED, , 
