Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2014-04-01,Beaver Valley 1,100, , , , 
2014-04-01,Beaver Valley 2,100, , , , 
2014-04-01,Calvert Cliffs 1,100, , , , 
2014-04-01,Calvert Cliffs 2,100, , , , 
2014-04-01,FitzPatrick,100, , ,*, 
2014-04-01,Ginna,100, , , , 
2014-04-01,Hope Creek 1,100, , , , 
2014-04-01,Indian Point 2,100, , , , 
2014-04-01,Indian Point 3,100, , , , 
2014-04-01,Limerick 1,0,2014-03-04,REFUELING OUTAGE, , 
2014-04-01,Limerick 2,100, , , , 
2014-04-01,Millstone 2,100, , , , 
2014-04-01,Millstone 3,100, , , , 
2014-04-01,Nine Mile Point 1,100, , , , 
2014-04-01,Nine Mile Point 2,0,2014-03-23,REFUELING OUTAGE, , 
2014-04-01,Oyster Creek,100, , , , 
2014-04-01,Peach Bottom 2,100, , , , 
2014-04-01,Peach Bottom 3,100, ,JUMPERS INSTALLED AROUND MAIN GENERATOR DISCONNECT, , 
2014-04-01,Pilgrim 1,100, , , , 
2014-04-01,Salem 1,100, , , , 
2014-04-01,Salem 2,100, , , , 
2014-04-01,Seabrook 1,0,2014-03-31,RX TRIP - SEE EN #49979,*,1
2014-04-01,Susquehanna 1,98, ,RECIRC LOOP FLOW LIMITATIONS,*, 
2014-04-01,Susquehanna 2,100, , , , 
2014-04-01,Three Mile Island 1,100, , , , 
2014-04-01,Vermont Yankee,100, , , , 
2014-04-01,Browns Ferry 1,100, , , , 
2014-04-01,Browns Ferry 2,100, , , , 
2014-04-01,Browns Ferry 3,100, , , , 
2014-04-01,Brunswick 1,0,2014-02-28,REFUELING OUTAGE, , 
2014-04-01,Brunswick 2,100, , , , 
2014-04-01,Catawba 1,100, , , , 
2014-04-01,Catawba 2,100, , , , 
2014-04-01,Farley 1,100, , , , 
2014-04-01,Farley 2,100, , , , 
2014-04-01,Harris 1,100, , , , 
2014-04-01,Hatch 1,100, , , , 
2014-04-01,Hatch 2,100, , , , 
2014-04-01,McGuire 1,100, , , , 
2014-04-01,McGuire 2,0,2014-03-21,REFUELING OUTAGE, , 
2014-04-01,North Anna 1,100, , , , 
2014-04-01,North Anna 2,100, , , , 
2014-04-01,Oconee 1,100, , , , 
2014-04-01,Oconee 2,100, , , , 
