Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2007-04-01,Beaver Valley 1,100, , , , 
2007-04-01,Beaver Valley 2,100, , , , 
2007-04-01,Calvert Cliffs 1,100, , , , 
2007-04-01,Calvert Cliffs 2,0,2007-02-25,REFUELING OUTAGE,*, 
2007-04-01,FitzPatrick,100, , , , 
2007-04-01,Ginna,100, , , , 
2007-04-01,Hope Creek 1,100, , , , 
2007-04-01,Indian Point 2,100, , , , 
2007-04-01,Indian Point 3,37, ,INCREASING POWER,*, 
2007-04-01,Limerick 1,100, , , , 
2007-04-01,Limerick 2,0, ,REFUELING OUTAGE,*, 
2007-04-01,Millstone 2,100, , , , 
2007-04-01,Millstone 3,100, , , , 
2007-04-01,Nine Mile Point 1,0,2007-03-16,REFUELING OUTAGE AND 345KV BKR OOS FOR MAINTENANCE, , 
2007-04-01,Nine Mile Point 2,100, , , , 
2007-04-01,Oyster Creek,100, , ,*, 
2007-04-01,Peach Bottom 2,100, , ,*, 
2007-04-01,Peach Bottom 3,100, , ,*, 
2007-04-01,Pilgrim 1,83, ,COASTDOWN TO REFUELING OUTAGE,*, 
2007-04-01,Salem 1,0,2007-03-27,REFUELING OUTAGE,*, 
2007-04-01,Salem 2,100, , , , 
2007-04-01,Seabrook 1,9, ,TURBINE OFF LINE 369 KV NEWINGTON LINE OOS,*, 
2007-04-01,Susquehanna 1,100, , ,*, 
2007-04-01,Susquehanna 2,0,2007-03-03,REFUELING OUTAGE, , 
2007-04-01,Three Mile Island 1,100, , , , 
2007-04-01,Vermont Yankee,100, , , , 
2007-04-01,Browns Ferry 1,0,1985-03-03,500 KV (MADISON) LINES OOS, , 
2007-04-01,Browns Ferry 2,0,2007-02-20,REFUELING OUTAGE 500 KV (MADISON) LINES OOS, , 
2007-04-01,Browns Ferry 3,100, ,500 KV (MADISON) LINES OOS, , 
2007-04-01,Brunswick 1,100, , , , 
2007-04-01,Brunswick 2,0,2007-03-02,REFUELING OUTAGE, , 
2007-04-01,Catawba 1,100, , , , 
2007-04-01,Catawba 2,100, , , , 
2007-04-01,Crystal River 3,100, , , , 
2007-04-01,Farley 1,100, , , , 
2007-04-01,Farley 2,95, ,COASTDOWN TO REFUELING OUTAGE,*, 
2007-04-01,Harris 1,100, , , , 
2007-04-01,Hatch 1,100, , , , 
2007-04-01,Hatch 2,100, , , , 
2007-04-01,McGuire 1,0,2007-03-10,DEFUELED, , 
2007-04-01,McGuire 2,100, , , , 
2007-04-01,North Anna 1,100, , , , 
2007-04-01,North Anna 2,0,2007-03-17,DEFUELED, , 
2007-04-01,Oconee 1,100, , , , 
2007-04-01,Oconee 2,100, , , , 
2007-04-01,Oconee 3,100, , , , 
2007-04-01,Robinson 2,91, ,COASTDOWN TO REFUELING OUTAGE,*, 
2007-04-01,Saint Lucie 1,68, ,DOWNPOWER TO PERFORM MSSV TESTING FOLLOWED BY REFUELING OUTAGE COMMENCING THIS EVENING,*, 
2007-04-01,Saint Lucie 2,100, , , , 
2007-04-01,Sequoyah 1,100, , , , 
2007-04-01,Sequoyah 2,100, , , , 
2007-04-01,Summer,100, , , , 
2007-04-01,Surry 1,100, , , , 
2007-04-01,Surry 2,100, , , , 
2007-04-01,Turkey Point 3,100, , , , 
2007-04-01,Turkey Point 4,100, , , , 
2007-04-01,Vogtle 1,98, ,100% ELECTRICAL CAPABILITY., , 
2007-04-01,Vogtle 2,0,2007-03-03,DEFUELED, , 
2007-04-01,Watts Bar 1,100, , , , 
2007-04-01,Braidwood 1,100, , , , 
2007-04-01,Braidwood 2,100, , , , 
2007-04-01,Byron 1,100, , , , 
2007-04-01,Byron 2,86, ,COASTDOWN TO REFUELING OUTAGE.,*, 
2007-04-01,Clinton,97, ,100% ELECTRICAL CAPABILITY, , 
2007-04-01,D.C. Cook 1,100, , , , 
2007-04-01,D.C. Cook 2,100, , , , 
2007-04-01,Davis-Besse,100, , , , 
2007-04-01,Dresden 2,98, ,100% ELECTRICAL CAPABILITY,*, 
2007-04-01,Dresden 3,99, ,100% ELECTRICAL CAPABILITY,*, 
2007-04-01,Duane Arnold,98, ,100% ELECTRICAL CAPABILITY, , 
