Date,Unit,Power,Down,Reason or Comment,Change in report (*),Number of Scrams (#)
2006-04-01,Beaver Valley 1,0,2006-02-12,REFUELING OUTAGE, , 
2006-04-01,Beaver Valley 2,100, , , , 
2006-04-01,Calvert Cliffs 1,0,2006-02-20,REFUELING OUTAGE, , 
2006-04-01,Calvert Cliffs 2,100, , , , 
2006-04-01,FitzPatrick,100, , , , 
2006-04-01,Ginna,100, , , , 
2006-04-01,Hope Creek 1,100, , , , 
2006-04-01,Indian Point 2,100, , , , 
2006-04-01,Indian Point 3,100, , , , 
2006-04-01,Limerick 1,100, , , , 
2006-04-01,Limerick 2,100, , , , 
2006-04-01,Millstone 2,45, ,REDUCING POWER - TECHNICAL SPECIFICATION REQUIRED SHUTDOWN SEE EN# 42463,*, 
2006-04-01,Millstone 3,100, , , , 
2006-04-01,Nine Mile Point 1,100, , , , 
2006-04-01,Nine Mile Point 2,0,2006-03-19,REFUELING OUTAGE, , 
2006-04-01,Oyster Creek,100, , , , 
2006-04-01,Peach Bottom 2,100, , , , 
2006-04-01,Peach Bottom 3,100, , , , 
2006-04-01,Pilgrim 1,100, , , , 
2006-04-01,Salem 1,100, , , , 
2006-04-01,Salem 2,100, , , , 
2006-04-01,Seabrook 1,100, , , , 
2006-04-01,Susquehanna 1,0,2006-03-03,REFUELING OUTAGE, , 
2006-04-01,Susquehanna 2,100, , , , 
2006-04-01,Three Mile Island 1,100, , , , 
2006-04-01,Vermont Yankee,87, ,HOLDING FOR STEAMLINE VIBRATION RESOLUTION, , 
2006-04-01,Browns Ferry 1,0,1985-03-03,DEFUELED, , 
2006-04-01,Browns Ferry 2,100, , , , 
2006-04-01,Browns Ferry 3,100, , , , 
2006-04-01,Brunswick 1,0,2006-03-03,REFUELING OUTAGE, , 
2006-04-01,Brunswick 2,51, ,TURBINE TESTING,*, 
2006-04-01,Catawba 1,100, , , , 
2006-04-01,Catawba 2,0,2006-03-18,DEFUELED, , 
2006-04-01,Crystal River 3,100, , , , 
2006-04-01,Farley 1,95, ,COASTDOWN TO REFUELING OUTAGE,*, 
2006-04-01,Farley 2,100, , , , 
2006-04-01,Harris 1,100, , , , 
2006-04-01,Hatch 1,10, ,PLANT STARTUP,*, 
2006-04-01,Hatch 2,100, , , , 
2006-04-01,McGuire 1,100, , , , 
2006-04-01,McGuire 2,100, , , , 
2006-04-01,North Anna 1,0,2006-03-11,REFUELING OUTAGE, , 
2006-04-01,North Anna 2,100, , , , 
2006-04-01,Oconee 1,100, , , , 
2006-04-01,Oconee 2,100, , , , 
2006-04-01,Oconee 3,100, , , , 
2006-04-01,Robinson 2,100, , , , 
2006-04-01,Saint Lucie 1,100, , , , 
2006-04-01,Saint Lucie 2,100, , , , 
2006-04-01,Sequoyah 1,90, ,COASTDOWN TO REFUELING OUTAGE,*, 
2006-04-01,Sequoyah 2,100, , , , 
2006-04-01,Summer,100, , , , 
2006-04-01,Surry 1,100, , , , 
2006-04-01,Surry 2,100, , , , 
2006-04-01,Turkey Point 3,0,2006-03-06,REFUELING OUTAGE, , 
2006-04-01,Turkey Point 4,100, , , , 
2006-04-01,Vogtle 1,100, , , , 
2006-04-01,Vogtle 2,0,2006-03-20,LEAK IN RCS - REPAIRS COMPLETE - SEE EVENT # 42434,*, 
