Date,Unit,Power,Down,Reason or Comment,Change in report(*),Number of Scrams(#)
2001-03-01,BEAVER VALLEY 1,100, , , , 
2001-03-01,BEAVER VALLEY 2,100, , , , 
2001-03-01,CALVERT CLIFFS 1,100, , , , 
2001-03-01,CALVERT CLIFFS 2,100, , , , 
2001-03-01,FITZPATRICK 1,100, , , , 
2001-03-01,GINNA 1,100, , , , 
2001-03-01,HOPE CREEK 1,100, , , , 
2001-03-01,INDIAN POINT 2,100, , , , 
2001-03-01,INDIAN POINT 3,100, , , , 
2001-03-01,LIMERICK 1,100, , , , 
2001-03-01,LIMERICK 2,92, ,COASTDOWN TO REFUELING OUTAGE,*, 
2001-03-01,MILLSTONE 2,100, , , , 
2001-03-01,MILLSTONE 3,0,2001-02-03,REFUELING OUTAGE, , 
2001-03-01,NINE MILE POINT 1,100, , , , 
2001-03-01,NINE MILE POINT 2,0,2001-02-25,PLANNED MAINTENANCE OUTAGE, , 
2001-03-01,OYSTER CREEK 1,100, , , , 
2001-03-01,PEACH BOTTOM 2,100, , , , 
2001-03-01,PEACH BOTTOM 3,100, , , , 
2001-03-01,PILGRIM 1,100, , , , 
2001-03-01,SALEM 1,100, , , , 
2001-03-01,SALEM 2,100, , , , 
2001-03-01,SEABROOK 1,100, , , , 
2001-03-01,SUSQUEHANNA 1,100, , , , 
2001-03-01,SUSQUEHANNA 2,100, , , , 
2001-03-01,THREE MILE ISLAND 1,100, , , , 
2001-03-01,VERMONT YANKEE 1,100, , , , 
2001-03-01,BROWNS FERRY 1,0,1985-03-03,DEFUELED, , 
2001-03-01,BROWNS FERRY 2,94, ,COASTDOWN TO REFUELING OUTAGE, , 
2001-03-01,BROWNS FERRY 3,100, , , , 
2001-03-01,BRUNSWICK 1,100, , , , 
2001-03-01,BRUNSWICK 2,0,2001-02-23,REFUELING OUTAGE.,*, 
2001-03-01,CATAWBA 1,100, , , , 
2001-03-01,CATAWBA 2,100, , , , 
2001-03-01,CRYSTAL RIVER 3,100, , , , 
2001-03-01,FARLEY 1,100, , , , 
2001-03-01,FARLEY 2,0,2001-02-24,REFUELING OUTAGE, , 
2001-03-01,HARRIS 1,100, , , , 
2001-03-01,HATCH 1,100, , , , 
2001-03-01,HATCH 2,100, , , , 
2001-03-01,MCGUIRE 1,95, ,COASTDOWN TO REFUELING OUTAGE, , 
2001-03-01,MCGUIRE 2,100, , , , 
2001-03-01,NORTH ANNA 1,100, , , , 
2001-03-01,NORTH ANNA 2,74, ,COASTDOWN TO REFUELING OUTAGE, , 
2001-03-01,OCONEE 1,100, , , , 
2001-03-01,OCONEE 2,100, , , , 
2001-03-01,OCONEE 3,0,2001-02-16,MAINTENANCE OUTAGE, , 
2001-03-01,ROBINSON 2,94, ,COASTDOWN TO REFUELING OUTAGE,*, 
2001-03-01,SAINT LUCIE 1,100, , , , 
2001-03-01,SAINT LUCIE 2,100, ,., , 
2001-03-01,SEQUOYAH 1,100, , , , 
2001-03-01,SEQUOYAH 2,100, , , , 
2001-03-01,SUMMER 1,0,2000-10-07,REACTOR MANUALLY TRIPPED - SEE EVENT # 37791,*,1
2001-03-01,SURRY 1,100, , , , 
2001-03-01,SURRY 2,100, , , , 
2001-03-01,TURKEY POINT 3,100, , , , 
2001-03-01,TURKEY POINT 4,100, , , , 
2001-03-01,VOGTLE 1,100, , , , 
2001-03-01,VOGTLE 2,100, , , , 
2001-03-01,WATTS BAR 1,100, , , , 
2001-03-01,BRAIDWOOD 1,100, , , , 
2001-03-01,BRAIDWOOD 2,100, , , , 
2001-03-01,BYRON 1,100, , , , 
2001-03-01,BYRON 2,95, ,REDUCED POWER FOR FEEDWATER PUMP SWAP, , 
2001-03-01,CLINTON 1,100, , , , 
2001-03-01,COOK 1,100, , , , 
2001-03-01,COOK 2,100, , , , 
2001-03-01,DAVIS BESSE 1,100, , , , 
2001-03-01,DRESDEN 2,100, , , , 
2001-03-01,DRESDEN 3,100, , , , 
2001-03-01,DUANE ARNOLD 1,100, , , , 
2001-03-01,FERMI 2,100, , , , 
2001-03-01,KEWAUNEE 1,96, ,MAXIMUM POWER LEVEL DUE TO PLUGGED STEAM GENERATOR TUBES, , 
2001-03-01,LASALLE 1,100, , , , 
2001-03-01,LASALLE 2,100, , , , 
2001-03-01,MONTICELLO 1,0,2001-02-25,SHUT DOWN TO PERFORM INSERVICE INSPECTIONS, , 
2001-03-01,PALISADES 1,100, , , , 
2001-03-01,PERRY 1,0,2001-02-16,REFUELING OUTAGE, , 
2001-03-01,POINT BEACH 1,100, , , , 
2001-03-01,POINT BEACH 2,100, , , , 
2001-03-01,PRAIRIE ISLAND 1,100, , ,*, 
2001-03-01,PRAIRIE ISLAND 2,100, , , , 
2001-03-01,QUAD CITIES 1,100, , , , 
2001-03-01,QUAD CITIES 2,100, , , , 
2001-03-01,ARKANSAS NUCLEAR 1,100, , , , 
2001-03-01,ARKANSAS NUCLEAR 2,100, , , , 
2001-03-01,CALLAWAY 1,100, , , , 
2001-03-01,COLUMBIA GENERATING,100, , , , 
2001-03-01,COMANCHE PEAK 1,100, , , , 
2001-03-01,COMANCHE PEAK 2,100, , , , 
2001-03-01,COOPER 1,100, , , , 
2001-03-01,DIABLO CANYON 1,100, , , , 
2001-03-01,DIABLO CANYON 2,100, , , , 
2001-03-01,FT CALHOUN 1,70, ,REDUCED POWER TO MINIMIZE ACTIVITY IN THE COOLANT PRIOR TO OUTAGE. RCS LEAKAGE HAS BEEN REDUCED TO BELOW 1 GPM BY TIGHTENING VALVE PACKING., , 
2001-03-01,GRAND GULF 1,100, , , , 
2001-03-01,PALO VERDE 1,100, , , , 
2001-03-01,PALO VERDE 2,100, , , , 
2001-03-01,PALO VERDE 3,11, ,INCREASING POWER,*, 
2001-03-01,RIVER BEND 1,97, ,INCREASING POWER,*, 
2001-03-01,SAN ONOFRE 2,100, , , , 
2001-03-01,SAN ONOFRE 3,0,2001-02-03,MAINTENANCE OUTAGE, , 
2001-03-01,SOUTH TEXAS 1,100, , , , 
2001-03-01,SOUTH TEXAS 2,95, ,COASTDOWN TO REFUELING OUTAGE,*, 
2001-03-01,WATERFORD 3,100, , , , 
2001-03-01,WOLF CREEK 1,100, , , , 
2001-03-02,BEAVER VALLEY 1,100, , , , 
2001-03-02,BEAVER VALLEY 2,100, , , , 
2001-03-02,CALVERT CLIFFS 1,100, , , , 
2001-03-02,CALVERT CLIFFS 2,99, ,COASTDOWN TO REFUELING OUTAGE,*, 
2001-03-02,FITZPATRICK 1,100, , , , 
2001-03-02,GINNA 1,100, , , , 
2001-03-02,HOPE CREEK 1,100, , , , 
2001-03-02,INDIAN POINT 2,100, , , , 
2001-03-02,INDIAN POINT 3,100, , , , 
2001-03-02,LIMERICK 1,100, , , , 
2001-03-02,LIMERICK 2,94, ,COASTDOWN TO REFUELING OUTAGE,*, 
2001-03-02,MILLSTONE 2,100, , , , 
2001-03-02,MILLSTONE 3,0,2001-02-03,REFUELING OUTAGE, , 
2001-03-02,NINE MILE POINT 1,100, , , , 
2001-03-02,NINE MILE POINT 2,0,2001-02-25,PLANNED MAINTENANCE OUTAGE, , 
2001-03-02,OYSTER CREEK 1,100, , , , 
2001-03-02,PEACH BOTTOM 2,100, , , , 
